,raw_data,distance[cm]
0,8553,145.401
1,8529,144.99300000000002
2,8579,145.84300000000002
3,8531,145.02700000000002
4,8604,146.268
5,8605,146.285
6,8529,144.99300000000002
7,8555,145.435
8,8479,144.143
9,8529,144.99300000000002
10,8578,145.82600000000002
11,8531,145.02700000000002
12,8555,145.435
13,8529,144.99300000000002
14,8480,144.16
15,8531,145.02700000000002
16,8530,145.01000000000002
17,8505,144.585
18,8604,146.268
19,8506,144.602
20,8505,144.585
21,8604,146.268
22,8481,144.17700000000002
23,8507,144.619
24,8580,145.86
25,8529,144.99300000000002
26,14322,243.47400000000002
27,8579,145.84300000000002
28,14322,243.47400000000002
29,8531,145.02700000000002
30,8505,144.585
31,14374,244.358
32,8505,144.585
33,8555,145.435
34,8531,145.02700000000002
35,8604,146.268
36,8506,144.602
37,8580,145.86
38,8531,145.02700000000002
39,8506,144.602
40,8580,145.86
41,8529,144.99300000000002
42,8480,144.16
43,8555,145.435
44,8480,144.16
45,8628,146.67600000000002
46,8481,144.17700000000002
47,8505,144.585
48,14323,243.491
49,8529,144.99300000000002
50,8529,144.99300000000002
51,8529,144.99300000000002
52,8529,144.99300000000002
53,8580,145.86
54,8604,146.268
55,8529,144.99300000000002
56,8529,144.99300000000002
57,8553,145.401
58,14347,243.89900000000003
59,8555,145.435
60,8553,145.401
61,8480,144.16
62,8577,145.809
63,8480,144.16
64,8480,144.16
65,14346,243.882
66,8504,144.568
67,8577,145.809
68,8555,145.435
69,8480,144.16
70,8602,146.234
71,8555,145.435
72,8480,144.16
73,8479,144.143
74,8555,145.435
75,8553,145.401
76,8480,144.16
77,8504,144.568
78,8480,144.16
79,8555,145.435
80,8504,144.568
81,8479,144.143
82,14320,243.44000000000003
83,14369,244.27300000000002
84,8555,145.435
85,8553,145.401
86,8503,144.55100000000002
87,8529,144.99300000000002
88,8554,145.418
89,14396,244.73200000000003
90,8502,144.53400000000002
91,8504,144.568
92,8502,144.53400000000002
93,8553,145.401
94,8601,146.217
95,8528,144.976
96,14371,244.30700000000002
97,8504,144.568
98,8576,145.792
99,8480,144.16
100,8553,145.401
