,raw_data,distance[cm]
0,7656,130.15200000000002
1,7656,130.15200000000002
2,7656,130.15200000000002
3,7755,131.835
4,7680,130.56
5,7632,129.744
6,7778,132.226
7,7755,131.835
8,7682,130.59400000000002
9,7778,132.226
10,7680,130.56
11,7731,131.42700000000002
12,7682,130.59400000000002
13,7656,130.15200000000002
14,7755,131.835
15,7682,130.59400000000002
16,7680,130.56
17,7656,130.15200000000002
18,7682,130.59400000000002
19,7656,130.15200000000002
20,7657,130.169
21,7682,130.59400000000002
22,7607,129.31900000000002
23,7656,130.15200000000002
24,7802,132.63400000000001
25,7631,129.727
26,7656,130.15200000000002
27,7680,130.56
28,7656,130.15200000000002
29,7681,130.577
30,7656,130.15200000000002
31,7680,130.56
32,7657,130.169
33,7656,130.15200000000002
34,7656,130.15200000000002
35,7656,130.15200000000002
36,7755,131.835
37,7682,130.59400000000002
38,7605,129.285
39,7754,131.818
40,7779,132.24300000000002
41,7655,130.13500000000002
42,7680,130.56
43,7680,130.56
44,7681,130.577
45,7755,131.835
46,7631,129.727
47,7681,130.577
48,7680,130.56
49,7605,129.285
50,7705,130.985
51,7680,130.56
52,7680,130.56
53,7679,130.543
54,7680,130.56
55,7682,130.59400000000002
56,7754,131.818
57,7656,130.15200000000002
58,7656,130.15200000000002
59,7631,129.727
60,7607,129.31900000000002
61,7631,129.727
62,7679,130.543
63,7680,130.56
64,7680,130.56
65,7680,130.56
66,7680,130.56
67,7704,130.96800000000002
68,7680,130.56
69,7680,130.56
70,7680,130.56
71,7680,130.56
72,7680,130.56
73,7754,131.818
74,7679,130.543
75,7631,129.727
76,7704,130.96800000000002
77,14309,243.25300000000001
78,7779,132.24300000000002
79,7632,129.744
80,7679,130.543
81,7605,129.285
82,7631,129.727
83,7681,130.577
84,7656,130.15200000000002
85,7656,130.15200000000002
86,7680,130.56
87,7679,130.543
88,7607,129.31900000000002
89,7754,131.818
90,7680,130.56
91,7680,130.56
92,7826,133.042
93,7605,129.285
94,7680,130.56
95,7802,132.63400000000001
96,7631,129.727
97,7680,130.56
98,7680,130.56
99,7680,130.56
100,7629,129.693
