,raw_data,distance[cm]
0,5148,87.516
1,7826,133.042
2,7827,133.059
3,4548,77.316
4,4525,76.92500000000001
5,7803,132.651
6,7925,134.72500000000002
7,7827,133.059
8,7878,133.92600000000002
9,7877,133.90900000000002
10,7853,133.501
11,7876,133.892
12,7853,133.501
13,7826,133.042
14,7876,133.892
15,5252,89.284
16,7826,133.042
17,7827,133.059
18,7850,133.45000000000002
19,7851,133.467
20,7849,133.43300000000002
21,7851,133.467
22,7851,133.467
23,7850,133.45000000000002
24,7851,133.467
25,7950,135.15
26,7826,133.042
27,7901,134.317
28,7851,133.467
29,7826,133.042
30,7901,134.317
31,7851,133.467
32,7853,133.501
33,7901,134.317
34,7925,134.72500000000002
35,7900,134.3
36,7901,134.317
37,7901,134.317
38,7876,133.892
39,7901,134.317
40,7901,134.317
41,7900,134.3
42,7901,134.317
43,7877,133.90900000000002
44,7876,133.892
45,7950,135.15
46,7902,134.334
47,7876,133.892
48,7877,133.90900000000002
49,7827,133.059
50,7877,133.90900000000002
51,7827,133.059
52,7853,133.501
53,7826,133.042
54,7853,133.501
55,7803,132.651
56,7853,133.501
57,7853,133.501
58,7878,133.92600000000002
59,7853,133.501
60,7854,133.518
61,7854,133.518
62,7853,133.501
63,7829,133.09300000000002
64,7853,133.501
65,7853,133.501
66,7829,133.09300000000002
67,7854,133.518
68,7852,133.484
69,7853,133.501
70,7854,133.518
71,7829,133.09300000000002
72,7829,133.09300000000002
73,7854,133.518
74,7853,133.501
75,7830,133.11
76,7830,133.11
77,7829,133.09300000000002
78,7853,133.501
79,7854,133.518
80,7854,133.518
81,7905,134.38500000000002
82,7905,134.38500000000002
83,7904,134.36800000000002
84,7904,134.36800000000002
85,7953,135.20100000000002
86,7855,133.535
87,7905,134.38500000000002
88,7856,133.55200000000002
89,7904,134.36800000000002
90,7880,133.96
91,7881,133.977
92,7929,134.793
93,7830,133.11
94,7880,133.96
95,7854,133.518
96,7856,133.55200000000002
97,7880,133.96
98,7830,133.11
99,7830,133.11
100,7880,133.96
