,acc_X,acc_Y,acc_Z,temp,tempC,gyr_X,gyr_Y,gyr_Z
0,-15128,-26,750,-4739,23,-86,-37,32
1,-15182,64,724,-4744,23,-89,-37,33
2,-15172,10,658,-4733,23,-90,-39,32
3,-15140,22,680,-4736,23,-88,-36,34
4,-15158,48,680,-4747,23,-85,-37,33
5,-15148,-16,708,-4733,23,-87,-36,31
6,-15200,8,740,-4728,23,-86,-41,39
7,-15086,-24,738,-4741,23,-88,-34,37
8,-15190,-42,702,-4741,23,-87,-42,36
9,-15122,-48,712,-4737,23,-87,-41,33
10,-15108,-12,692,-4743,23,-87,-43,34
11,-15156,52,698,-4741,23,-85,-36,32
12,-15150,-34,708,-4735,23,-86,-39,34
13,-15180,-30,768,-4734,23,-88,-39,33
14,-15146,-46,698,-4740,23,-84,-38,36
15,-15214,38,734,-4748,23,-85,-42,35
16,-15174,-24,728,-4741,23,-86,-36,36
17,-15162,-36,806,-4733,23,-87,-37,37
18,-15096,-48,790,-4745,23,-86,-37,33
19,-15152,-22,714,-4740,23,-84,-37,35
20,-15126,-18,802,-4730,23,-84,-39,32
21,-15114,-10,754,-4738,23,-87,-39,36
22,-15186,-48,754,-4728,23,-90,-37,34
23,-15164,26,762,-4743,23,-87,-38,35
24,-15116,-72,740,-4726,23,-87,-37,34
25,-15132,14,740,-4730,23,-87,-39,37
26,-15170,-42,702,-4734,23,-86,-36,36
27,-15122,-32,742,-4729,23,-92,-37,38
28,-15176,-52,792,-4746,23,-85,-36,34
29,-15212,2,770,-4744,23,-88,-35,32
30,-15108,-6,764,-4726,23,-85,-41,35
31,-15156,30,750,-4731,23,-89,-39,32
32,-15162,-24,678,-4737,23,-88,-40,34
33,-15102,-20,708,-4734,23,-89,-40,36
34,-15122,-74,702,-4735,23,-89,-41,36
35,-15142,-20,738,-4737,23,-90,-38,34
36,-15162,-36,682,-4742,23,-87,-40,35
37,-15184,-26,668,-4742,23,-87,-39,34
38,-15126,8,714,-4732,23,-87,-40,34
39,-15184,6,772,-4732,23,-86,-34,33
40,-15138,18,766,-4722,23,-86,-39,38
41,-15182,20,702,-4747,23,-86,-39,33
42,-15128,-48,766,-4736,23,-88,-36,37
43,-15170,4,766,-4730,23,-84,-39,32
44,-15150,-64,748,-4741,23,-85,-37,35
45,-15172,34,680,-4737,23,-87,-40,37
46,-15142,64,760,-4737,23,-87,-41,36
47,-15138,38,768,-4741,23,-85,-39,32
48,-15138,10,724,-4736,23,-89,-38,34
49,-15112,4,788,-4736,23,-87,-40,35
50,-15184,-32,824,-4733,23,-85,-38,35
51,-15112,22,768,-4736,23,-87,-38,32
52,-15148,-34,726,-4746,23,-84,-37,36
53,-15168,-40,784,-4734,23,-85,-39,32
54,-15158,12,722,-4733,23,-87,-34,36
55,-15144,-38,750,-4742,23,-88,-43,35
56,-15192,-40,826,-4729,23,-90,-40,32
57,-15152,-40,662,-4738,23,-88,-40,38
58,-15136,-16,792,-4746,23,-87,-40,35
59,-15140,30,712,-4747,23,-87,-36,33
60,-15180,-36,722,-4743,23,-85,-38,35
61,-15132,48,726,-4743,23,-88,-37,31
62,-15134,-48,712,-4732,23,-88,-36,37
63,-15162,-48,804,-4726,23,-89,-40,38
64,-15134,-34,766,-4737,23,-86,-40,37
65,-15190,-28,756,-4734,23,-86,-37,35
66,-15184,-48,686,-4727,23,-89,-38,33
67,-15168,20,694,-4737,23,-89,-39,32
68,-15122,32,770,-4731,23,-87,-39,33
69,-15084,24,742,-4730,23,-86,-34,36
70,-15122,-54,924,-4734,23,-90,-41,37
71,-15150,-8,624,-4731,23,-88,-42,33
72,-15172,8,742,-4738,23,-89,-37,35
73,-15124,-88,790,-4735,23,-88,-38,33
74,-15216,14,708,-4742,23,-85,-35,31
75,-15206,12,806,-4734,23,-85,-41,32
76,-15072,-12,704,-4726,23,-88,-37,36
77,-15084,-14,760,-4739,23,-87,-38,36
78,-15190,-24,720,-4731,23,-88,-39,34
79,-15130,20,760,-4732,23,-87,-38,35
80,-15186,12,662,-4726,23,-89,-40,34
81,-15172,6,756,-4737,23,-83,-37,32
82,-15172,-32,784,-4732,23,-87,-41,35
83,-15128,-4,666,-4738,23,-88,-39,38
84,-15148,-26,786,-4736,23,-89,-36,32
85,-15124,-44,754,-4730,23,-87,-36,33
86,-15166,-40,804,-4733,23,-87,-42,33
87,-15118,50,786,-4740,23,-84,-42,35
88,-15148,-58,690,-4740,23,-85,-39,35
89,-15160,4,788,-4744,23,-83,-37,33
90,-15202,20,714,-4730,23,-82,-35,35
91,-15112,-8,768,-4730,23,-84,-38,34
92,-15184,66,758,-4730,23,-85,-35,34
93,-15154,26,716,-4736,23,-89,-35,33
94,-15164,8,674,-4732,23,-88,-38,36
95,-15122,0,736,-4737,23,-88,-43,34
96,-15174,-6,722,-4729,23,-87,-39,34
97,-15146,4,662,-4732,23,-86,-39,34
98,-15128,-20,802,-4723,23,-86,-40,36
99,-15182,-16,764,-4726,23,-86,-40,36
100,-15106,10,754,-4739,23,-88,-36,36
101,-15140,16,768,-4735,23,-85,-42,31
102,-15106,-70,678,-4719,23,-89,-41,36
103,-15074,-58,684,-4735,23,-87,-36,34
104,-15108,-30,824,-4732,23,-81,-38,34
105,-15166,-4,702,-4731,23,-86,-40,37
106,-15086,-68,784,-4742,23,-87,-41,36
107,-15214,-2,836,-4735,23,-85,-37,35
108,-15152,-60,766,-4738,23,-87,-39,35
109,-15144,-14,718,-4734,23,-85,-41,34
110,-15212,16,850,-4741,23,-85,-39,35
111,-15128,-26,754,-4733,23,-88,-38,34
112,-15090,18,752,-4725,23,-85,-42,34
113,-15120,2,662,-4740,23,-86,-40,35
114,-15198,24,768,-4736,23,-87,-38,35
115,-15212,6,780,-4735,23,-86,-40,33
116,-15132,-18,810,-4739,23,-84,-39,34
117,-15110,28,764,-4741,23,-86,-41,36
118,-15158,0,844,-4734,23,-85,-35,31
119,-15166,-6,738,-4736,23,-87,-37,33
120,-15160,4,746,-4743,23,-87,-35,33
121,-15166,24,738,-4734,23,-85,-38,35
122,-15138,0,722,-4732,23,-89,-39,33
123,-15084,8,706,-4734,23,-85,-37,35
