,raw_data,distance[cm]
0,1096,18.632
1,1096,18.632
2,1097,18.649
3,1096,18.632
4,1096,18.632
5,1097,18.649
6,1097,18.649
7,1096,18.632
8,1096,18.632
9,1096,18.632
10,1097,18.649
11,1097,18.649
12,1096,18.632
13,1097,18.649
14,1097,18.649
15,1096,18.632
16,1097,18.649
17,1096,18.632
18,1096,18.632
19,1096,18.632
20,1097,18.649
21,1096,18.632
22,1097,18.649
23,1096,18.632
24,1097,18.649
25,1096,18.632
26,1096,18.632
27,1097,18.649
28,1096,18.632
29,1096,18.632
30,1096,18.632
31,1096,18.632
32,1096,18.632
33,1096,18.632
34,1096,18.632
35,1097,18.649
36,1096,18.632
37,1096,18.632
38,1097,18.649
39,1097,18.649
40,1097,18.649
41,1097,18.649
42,1096,18.632
43,1096,18.632
44,1096,18.632
45,1096,18.632
46,1096,18.632
47,1097,18.649
48,1096,18.632
49,1097,18.649
50,1097,18.649
51,1096,18.632
52,1096,18.632
53,1096,18.632
54,1096,18.632
55,1097,18.649
56,1097,18.649
57,1096,18.632
58,1097,18.649
59,1096,18.632
60,1096,18.632
61,1096,18.632
62,1097,18.649
63,1096,18.632
64,1097,18.649
65,1097,18.649
66,1096,18.632
67,1096,18.632
68,1096,18.632
69,1096,18.632
70,1097,18.649
71,1096,18.632
72,1096,18.632
73,1097,18.649
74,1096,18.632
75,1096,18.632
76,1096,18.632
77,1096,18.632
78,1096,18.632
79,1097,18.649
80,1096,18.632
81,1097,18.649
82,1096,18.632
83,1096,18.632
84,1097,18.649
85,1096,18.632
86,1097,18.649
87,1096,18.632
88,1096,18.632
89,1097,18.649
90,1096,18.632
91,1096,18.632
92,1096,18.632
93,1096,18.632
94,1096,18.632
95,1096,18.632
96,1096,18.632
97,1097,18.649
98,1096,18.632
99,1096,18.632
100,1096,18.632
