,raw_data,distance[cm]
0,7145,121.465
1,7145,121.465
2,7242,123.114
3,7145,121.465
4,7146,121.48200000000001
5,7145,121.465
6,7196,122.33200000000001
7,7365,125.20500000000001
8,7145,121.465
9,7145,121.465
10,7220,122.74000000000001
11,7145,121.465
12,7220,122.74000000000001
13,7195,122.31500000000001
14,7244,123.14800000000001
15,7122,121.07400000000001
16,7220,122.74000000000001
17,7196,122.33200000000001
18,7121,121.057
19,7195,122.31500000000001
20,7196,122.33200000000001
21,7146,121.48200000000001
22,7267,123.53900000000002
23,7508,127.63600000000001
24,8111,137.887
25,8160,138.72
26,8087,137.479
27,8063,137.071
28,8111,137.887
29,8087,137.479
30,8138,138.346
31,8138,138.346
32,8162,138.75400000000002
33,8087,137.479
34,8162,138.75400000000002
35,8135,138.29500000000002
36,8111,137.887
37,14379,244.443
38,8184,139.12800000000001
39,14352,243.984
40,8232,139.94400000000002
41,8208,139.536
42,8135,138.29500000000002
43,8087,137.479
44,8184,139.12800000000001
45,8086,137.46200000000002
46,8087,137.479
47,8209,139.553
48,8087,137.479
49,8111,137.887
50,8161,138.73700000000002
51,8087,137.479
52,8135,138.29500000000002
53,8112,137.904
54,8087,137.479
55,8208,139.536
56,8110,137.87
57,8185,139.145
58,8111,137.887
59,8111,137.887
60,8111,137.887
61,8087,137.479
62,8087,137.479
63,8063,137.071
64,8087,137.479
65,8136,138.312
66,8136,138.312
67,8085,137.44500000000002
68,8160,138.72
69,8063,137.071
70,8111,137.887
71,8186,139.162
72,8111,137.887
73,8086,137.46200000000002
74,8136,138.312
75,8135,138.29500000000002
76,8161,138.73700000000002
77,8085,137.44500000000002
78,8111,137.887
79,8087,137.479
80,8087,137.479
81,8135,138.29500000000002
82,8185,139.145
83,8210,139.57000000000002
84,8112,137.904
85,8111,137.887
86,8111,137.887
87,8087,137.479
88,8087,137.479
89,8087,137.479
90,8208,139.536
91,8186,139.162
92,8087,137.479
93,14429,245.293
94,8162,138.75400000000002
95,8087,137.479
96,8087,137.479
97,8087,137.479
98,8087,137.479
99,8039,136.663
100,8087,137.479
