,raw_data,distance[cm]
0,3325,56.525000000000006
1,3325,56.525000000000006
2,3325,56.525000000000006
3,3301,56.117000000000004
4,3325,56.525000000000006
5,3325,56.525000000000006
6,3325,56.525000000000006
7,3325,56.525000000000006
8,3301,56.117000000000004
9,3325,56.525000000000006
10,3325,56.525000000000006
11,3301,56.117000000000004
12,3326,56.542
13,3325,56.525000000000006
14,3325,56.525000000000006
15,3325,56.525000000000006
16,3301,56.117000000000004
17,3326,56.542
18,3301,56.117000000000004
19,3301,56.117000000000004
20,3302,56.13400000000001
21,3301,56.117000000000004
22,3301,56.117000000000004
23,3301,56.117000000000004
24,3301,56.117000000000004
25,3301,56.117000000000004
26,3301,56.117000000000004
27,3301,56.117000000000004
28,3277,55.709
29,3301,56.117000000000004
30,3301,56.117000000000004
31,3301,56.117000000000004
32,3278,55.726000000000006
33,3277,55.709
34,3277,55.709
35,3277,55.709
36,3277,55.709
37,3277,55.709
38,3277,55.709
39,3277,55.709
40,3277,55.709
41,3278,55.726000000000006
42,3277,55.709
43,3277,55.709
44,3278,55.726000000000006
45,3278,55.726000000000006
46,3277,55.709
47,3277,55.709
48,3277,55.709
49,3277,55.709
50,3277,55.709
51,3277,55.709
52,3277,55.709
53,3277,55.709
54,3277,55.709
55,3277,55.709
56,3278,55.726000000000006
57,3277,55.709
58,3278,55.726000000000006
59,3278,55.726000000000006
60,3277,55.709
61,3277,55.709
62,3277,55.709
63,3278,55.726000000000006
64,3278,55.726000000000006
65,3277,55.709
66,3277,55.709
67,3278,55.726000000000006
68,3278,55.726000000000006
69,3302,56.13400000000001
70,3302,56.13400000000001
71,3302,56.13400000000001
72,3326,56.542
73,3277,55.709
74,3277,55.709
75,3301,56.117000000000004
76,3302,56.13400000000001
77,3302,56.13400000000001
78,3301,56.117000000000004
79,3302,56.13400000000001
80,3301,56.117000000000004
81,3277,55.709
82,3325,56.525000000000006
83,3302,56.13400000000001
84,3325,56.525000000000006
85,3301,56.117000000000004
86,3301,56.117000000000004
87,3301,56.117000000000004
88,3277,55.709
89,3277,55.709
90,3301,56.117000000000004
91,3302,56.13400000000001
92,3277,55.709
93,3301,56.117000000000004
94,3302,56.13400000000001
95,3301,56.117000000000004
96,3301,56.117000000000004
97,3277,55.709
98,3301,56.117000000000004
99,3301,56.117000000000004
100,3301,56.117000000000004
