,raw_data,distance[cm]
0,7675,130.47500000000002
1,7824,133.008
2,7727,131.359
3,7874,133.858
4,7775,132.175
5,7676,130.49200000000002
6,7750,131.75
7,7925,134.72500000000002
8,7751,131.767
9,7775,132.175
10,7725,131.32500000000002
11,7800,132.60000000000002
12,7825,133.025
13,7701,130.917
14,7676,130.49200000000002
15,7750,131.75
16,7751,131.767
17,7725,131.32500000000002
18,7874,133.858
19,7923,134.691
20,7727,131.359
21,7725,131.32500000000002
22,7725,131.32500000000002
23,7727,131.359
24,7777,132.209
25,7727,131.359
26,7776,132.192
27,7751,131.767
28,7701,130.917
29,7703,130.95100000000002
30,7725,131.32500000000002
31,7701,130.917
32,7851,133.467
33,7701,130.917
34,7703,130.95100000000002
35,7778,132.226
36,7776,132.192
37,7776,132.192
38,7703,130.95100000000002
39,7652,130.084
40,7851,133.467
41,7677,130.50900000000001
42,7752,131.78400000000002
43,7703,130.95100000000002
44,7725,131.32500000000002
45,7752,131.78400000000002
46,7752,131.78400000000002
47,7703,130.95100000000002
48,7677,130.50900000000001
49,7727,131.359
50,7677,130.50900000000001
51,7826,133.042
52,14606,248.30200000000002
53,7728,131.376
54,7976,135.592
55,7778,132.226
56,7728,131.376
57,7853,133.501
58,7704,130.96800000000002
59,7728,131.376
60,7706,131.002
61,7728,131.376
62,7854,133.518
63,7755,131.835
64,7704,130.96800000000002
65,7731,131.42700000000002
66,7806,132.702
67,7731,131.42700000000002
68,7756,131.852
69,7806,132.702
70,3587,60.979000000000006
71,3491,59.347
72,3572,60.724000000000004
73,3727,63.359
74,8990,152.83
75,7808,132.73600000000002
76,3614,61.438
77,7387,125.57900000000001
78,3493,59.38100000000001
79,3521,59.857000000000006
80,3538,60.146
81,7532,128.044
82,7806,132.702
83,7832,133.144
84,7806,132.702
85,3370,57.290000000000006
86,3535,60.095000000000006
87,3578,60.82600000000001
88,7931,134.827
89,3420,58.14000000000001
90,3542,60.214000000000006
91,3608,61.336000000000006
92,3373,57.341
93,7857,133.56900000000002
94,14427,245.25900000000001
95,7806,132.702
96,8736,148.512
97,14583,247.91100000000003
98,7806,132.702
99,20700,351.90000000000003
100,7831,133.127
