,raw_data,distance[cm]
0,7707,131.019
1,14367,244.239
2,14341,243.79700000000003
3,7730,131.41
4,7683,130.61100000000002
5,14367,244.239
6,14314,243.33800000000002
7,14366,244.222
8,7755,131.835
9,7610,129.37
10,7632,129.744
11,7755,131.835
12,7658,130.186
13,7633,129.761
14,7707,131.019
15,7658,130.186
16,7708,131.036
17,7731,131.42700000000002
18,7658,130.186
19,7681,130.577
20,7656,130.15200000000002
21,7656,130.15200000000002
22,7681,130.577
23,7658,130.186
24,7656,130.15200000000002
25,7657,130.169
26,7658,130.186
27,7656,130.15200000000002
28,7633,129.761
29,7658,130.186
30,7707,131.019
31,7657,130.169
32,7632,129.744
33,7656,130.15200000000002
34,7633,129.761
35,7731,131.42700000000002
36,7583,128.911
37,7633,129.761
38,7680,130.56
39,7731,131.42700000000002
40,7708,131.036
41,7680,130.56
42,7632,129.744
43,7656,130.15200000000002
44,7656,130.15200000000002
45,7733,131.461
46,7656,130.15200000000002
47,7731,131.42700000000002
48,7658,130.186
49,7656,130.15200000000002
50,7656,130.15200000000002
51,7680,130.56
52,7631,129.727
53,7656,130.15200000000002
54,7658,130.186
55,7632,129.744
56,7656,130.15200000000002
57,7632,129.744
58,7632,129.744
59,7632,129.744
60,7757,131.869
61,7656,130.15200000000002
62,7658,130.186
63,7658,130.186
64,7629,129.693
65,7607,129.31900000000002
66,7658,130.186
67,7634,129.77800000000002
68,7681,130.577
69,7680,130.56
70,7680,130.56
71,7657,130.169
72,7656,130.15200000000002
73,7656,130.15200000000002
74,7657,130.169
75,7731,131.42700000000002
76,7706,131.002
77,7656,130.15200000000002
78,7680,130.56
79,7755,131.835
80,7656,130.15200000000002
81,7656,130.15200000000002
82,7755,131.835
83,7681,130.577
84,7680,130.56
85,7656,130.15200000000002
86,7705,130.985
87,7656,130.15200000000002
88,7682,130.59400000000002
89,7681,130.577
90,7680,130.56
91,7755,131.835
92,7753,131.80100000000002
93,7680,130.56
94,7656,130.15200000000002
95,7680,130.56
96,7656,130.15200000000002
97,7656,130.15200000000002
98,7657,130.169
99,7656,130.15200000000002
100,7730,131.41
