,raw_data,distance[cm]
0,8555,145.435
1,8629,146.693
2,8604,146.268
3,8480,144.16
4,8454,143.71800000000002
5,8480,144.16
6,8555,145.435
7,8480,144.16
8,8553,145.401
9,8577,145.809
10,8480,144.16
11,8480,144.16
12,8579,145.84300000000002
13,8577,145.809
14,8528,144.976
15,8578,145.82600000000002
16,8553,145.401
17,8480,144.16
18,8600,146.20000000000002
19,8555,145.435
20,14348,243.91600000000003
21,14345,243.865
22,14372,244.324
23,8504,144.568
24,8554,145.418
25,8553,145.401
26,8504,144.568
27,8503,144.55100000000002
28,8504,144.568
29,8555,145.435
30,8577,145.809
31,8577,145.809
32,14372,244.324
33,8577,145.809
34,8602,146.234
35,14347,243.89900000000003
36,14319,243.42300000000003
37,8577,145.809
38,8577,145.809
39,8552,145.38400000000001
40,8577,145.809
41,14321,243.45700000000002
42,14345,243.865
43,14345,243.865
44,14347,243.89900000000003
45,8601,146.217
46,14320,243.44000000000003
47,14372,244.324
48,14346,243.882
49,14372,244.324
50,14348,243.91600000000003
51,14371,244.30700000000002
52,14370,244.29000000000002
53,14346,243.882
54,14320,243.44000000000003
55,8576,145.792
56,14321,243.45700000000002
57,14373,244.341
58,14322,243.47400000000002
59,14322,243.47400000000002
60,14400,244.8
61,14348,243.91600000000003
62,14322,243.47400000000002
63,14323,243.491
64,14322,243.47400000000002
65,14373,244.341
66,8528,144.976
67,14322,243.47400000000002
68,14321,243.45700000000002
69,8577,145.809
70,8577,145.809
71,14372,244.324
72,14346,243.882
73,8527,144.959
74,14346,243.882
75,8528,144.976
76,14348,243.91600000000003
77,14347,243.89900000000003
78,8528,144.976
79,14398,244.76600000000002
80,14374,244.358
81,14347,243.89900000000003
82,14347,243.89900000000003
83,8578,145.82600000000002
84,14321,243.45700000000002
85,8553,145.401
86,8502,144.53400000000002
87,8504,144.568
88,8528,144.976
89,8505,144.585
90,8504,144.568
91,8504,144.568
92,8553,145.401
93,8553,145.401
94,8555,145.435
95,8504,144.568
96,14322,243.47400000000002
97,8478,144.126
98,8553,145.401
99,8480,144.16
100,8577,145.809
