,raw_data,distance[cm]
0,5669,96.373
1,5669,96.373
2,5669,96.373
3,5693,96.781
4,5669,96.373
5,5693,96.781
6,5669,96.373
7,5693,96.781
8,5642,95.914
9,5694,96.798
10,5643,95.93100000000001
11,5693,96.781
12,5693,96.781
13,5693,96.781
14,5694,96.798
15,5693,96.781
16,5669,96.373
17,5693,96.781
18,5693,96.781
19,5643,95.93100000000001
20,5693,96.781
21,5642,95.914
22,5693,96.781
23,5693,96.781
24,5693,96.781
25,5693,96.781
26,5642,95.914
27,5693,96.781
28,5694,96.798
29,5643,95.93100000000001
30,5694,96.798
31,5693,96.781
32,5693,96.781
33,5642,95.914
34,5693,96.781
35,5693,96.781
36,5642,95.914
37,5717,97.18900000000001
38,5642,95.914
39,5643,95.93100000000001
40,5643,95.93100000000001
41,5643,95.93100000000001
42,5643,95.93100000000001
43,5717,97.18900000000001
44,5643,95.93100000000001
45,5643,95.93100000000001
46,5667,96.33900000000001
47,5668,96.35600000000001
48,5741,97.59700000000001
49,5717,97.18900000000001
50,5642,95.914
51,5643,95.93100000000001
52,5642,95.914
53,5718,97.206
54,5666,96.322
55,5667,96.33900000000001
56,5642,95.914
57,5643,95.93100000000001
58,5643,95.93100000000001
59,5642,95.914
60,5642,95.914
61,5642,95.914
62,5666,96.322
63,5667,96.33900000000001
64,5642,95.914
65,5643,95.93100000000001
66,5666,96.322
67,5643,95.93100000000001
68,5642,95.914
69,5643,95.93100000000001
70,5642,95.914
71,5643,95.93100000000001
72,5642,95.914
73,5642,95.914
74,5643,95.93100000000001
75,5642,95.914
76,5666,96.322
77,5667,96.33900000000001
78,5643,95.93100000000001
79,5667,96.33900000000001
80,5643,95.93100000000001
81,5667,96.33900000000001
82,5642,95.914
83,5667,96.33900000000001
84,5666,96.322
85,5643,95.93100000000001
86,5666,96.322
87,5666,96.322
88,5666,96.322
89,5667,96.33900000000001
90,5667,96.33900000000001
91,5666,96.322
92,5666,96.322
93,5643,95.93100000000001
94,5643,95.93100000000001
95,5642,95.914
96,5690,96.73
97,5666,96.322
98,5667,96.33900000000001
99,5666,96.322
100,5666,96.322
