,humidity,temperature,CO2,TVOC,CCTEMP,time
73,38.00,24.50,2220,277,"25.00
",76.20848059654236
74,38.00,24.50,1544,174,"25.00
",77.20318007469177
75,39.00,24.50,2170,269,"23.59
",78.22020864486694
76,39.00,24.50,2438,310,"25.00
",79.19008469581604
77,39.00,24.50,1277,133,"25.00
",80.18377780914307
78,38.00,24.50,844,67,"25.00
",81.19958233833313
79,38.00,24.50,641,36,"23.59
",82.16591167449951
80,38.00,24.50,543,21,"24.39
",83.16320157051086
81,37.00,24.60,493,14,"25.00
",84.18050122261047
82,37.00,24.60,464,9,"25.00
",85.14934921264648
83,37.00,24.60,459,8,"27.55
",86.14064311981201
84,37.00,24.50,459,8,"25.00
",87.16047835350037
85,37.00,24.50,454,8,"25.00
",88.13007354736328
86,37.00,24.50,1621,186,"25.00
",89.12558484077454
87,36.00,24.50,1562,177,"25.00
",90.14583086967468
88,36.00,24.50,1235,127,"24.39
",91.11338520050049
89,36.00,24.50,930,80,"25.00
",92.10472202301025
90,36.00,24.50,909,77,"25.00
",93.12324404716492
91,36.00,24.50,863,70,"24.39
",94.09211921691895
92,36.00,24.50,719,48,"25.00
",95.08407974243164
93,36.00,24.60,599,30,"24.39
",96.10448122024536
94,36.00,24.60,514,17,"24.39
",97.07174801826477
95,36.00,24.60,476,11,"25.00
",98.06435894966125
96,36.00,24.60,454,8,"25.00
",99.08319878578186
97,36.00,24.60,543,21,"25.00
",100.0536835193634
98,36.00,24.60,666,40,"25.00
",101.04603004455566
99,36.00,24.50,641,36,"25.00
",102.06469225883484
100,36.00,24.50,1277,133,"25.00
",103.03585982322693
101,36.00,24.50,1773,209,"24.39
",104.02912759780884
102,36.00,24.50,1128,110,"25.00
",105.0485291481018
103,36.00,24.50,872,71,"25.00
",106.01477813720703
104,36.00,24.50,770,56,"24.39
",107.00735640525818
105,37.00,24.50,700,45,"25.00
",108.02560687065125
106,37.00,24.50,650,38,"25.00
",108.9950487613678
107,37.00,24.50,679,42,"25.00
",109.99027299880981
108,37.00,24.50,657,39,"25.00
",111.0076334476471
109,37.00,24.50,615,32,"25.00
",111.97720503807068
110,37.00,24.50,581,27,"25.00
",112.9708981513977
111,37.00,24.60,599,30,"25.00
",113.98977041244507
112,37.00,24.60,611,32,"25.00
",114.95765948295593
113,37.00,24.60,569,25,"25.00
",115.94998335838318
114,37.00,24.50,530,19,"25.63
",116.96949052810669
115,37.00,24.50,485,12,"25.00
",117.93975281715393
116,37.00,24.50,472,10,"25.00
",118.93176221847534
117,36.00,24.50,462,9,"25.00
",119.94980764389038
118,36.00,24.50,462,9,"25.00
",120.91835165023804
119,36.00,24.50,450,7,"25.00
",121.90996813774109
120,36.00,24.60,581,27,"25.00
",122.92903137207031
121,36.00,24.60,645,37,"25.00
",123.89933681488037
122,36.00,24.60,581,27,"25.00
",124.89271664619446
123,36.00,24.60,537,20,"25.00
",125.90894532203674
124,36.00,24.60,518,17,"25.00
",126.87686347961426
125,36.00,24.60,502,15,"25.00
",127.87223935127258
126,36.00,24.50,981,88,"25.00
",128.893550157547
127,36.00,24.50,1191,120,"25.00
",129.86404609680176
128,36.00,24.50,1544,174,"25.00
",130.85544681549072
129,37.00,24.50,1248,129,"25.00
",131.87552499771118
130,37.00,24.50,3854,526,"25.00
",132.84229707717896
131,37.00,24.50,4146,570,"25.00
",133.8336489200592
132,38.00,24.60,1562,177,"25.00
",134.8545846939087
133,38.00,24.60,7992,1156,"25.00
",135.82572221755981
134,38.00,24.60,7992,1156,"24.39
",136.82009649276733
135,39.00,24.60,7992,1156,"25.00
",137.83618330955505
136,39.00,24.60,1890,226,"25.63
",138.80410027503967
137,39.00,24.60,1571,178,"22.41
",139.79882431030273
138,69.00,24.50,1119,109,"25.00
",140.81552648544312
139,69.00,24.50,909,77,"25.00
",141.7831587791443
140,69.00,24.50,1013,93,"25.63
",142.77537369728088
141,75.00,24.50,981,88,"25.00
",143.7961187362671
142,75.00,24.50,812,62,"25.00
",144.76403999328613
143,75.00,24.50,804,61,"25.00
",145.75683999061584
144,68.00,24.70,844,67,"25.63
",146.77630257606506
145,68.00,24.70,808,62,"25.00
",147.74463200569153
146,68.00,24.70,614,32,"25.00
",148.73834824562073
147,59.00,24.60,518,17,"23.59
",149.75660800933838
148,59.00,24.60,473,11,"25.00
",150.72657585144043
149,59.00,24.60,452,7,"25.00
",151.71532225608826
150,51.00,24.50,439,5,"25.00
",152.73527264595032
151,51.00,24.50,434,5,"25.00
",153.7050540447235
152,51.00,24.50,433,5,"25.00
",154.69882822036743
153,46.00,24.60,425,3,"25.00
",155.71750450134277
154,46.00,24.60,419,2,"25.00
",156.68478798866272
155,46.00,24.60,414,2,"25.00
",157.6791422367096
156,43.00,24.50,414,2,"25.00
",158.69586420059204
157,43.00,24.50,410,1,"25.00
",159.66528940200806
158,43.00,24.50,410,1,"25.00
",160.6588532924652
159,41.00,24.50,408,1,"25.00
",161.6785809993744
160,41.00,24.50,406,0,"23.59
",162.6446177959442
161,41.00,24.50,406,0,"25.00
",163.63918089866638
162,39.00,24.70,406,0,"25.00
",164.65935111045837
163,39.00,24.70,404,0,"25.00
",165.62486958503723
164,39.00,24.70,403,0,"25.00
",166.62239027023315
165,38.00,24.50,404,0,"25.00
",167.6392343044281
166,38.00,24.50,403,0,"25.00
",168.60840606689453
167,38.00,24.50,403,0,"25.00
",169.60277771949768
168,38.00,24.50,403,0,"23.59
",170.6196312904358
169,38.00,24.50,403,0,"25.00
",171.5874481201172
170,38.00,24.50,403,0,"25.00
",172.58076524734497
171,37.00,24.50,400,0,"24.39
",173.60127973556519
172,37.00,24.50,400,0,"25.00
",174.57016229629517
173,37.00,24.50,402,0,"25.00
",175.56260180473328
174,37.00,24.50,400,0,"25.00
",176.5787570476532
175,37.00,24.50,402,0,"25.00
",177.54792737960815
176,37.00,24.50,402,0,"25.00
",178.541255235672
177,37.00,24.50,400,0,"24.39
",179.5621156692505
178,37.00,24.50,400,0,"24.39
",180.5294427871704
179,37.00,24.50,402,0,"24.39
",181.52474570274353
180,37.00,24.50,403,0,"24.39
",182.54359817504883
181,37.00,24.50,400,0,"24.39
",183.5097873210907
182,37.00,24.50,400,0,"24.39
",184.50586557388306
183,37.00,24.50,400,0,"24.39
",185.52265048027039
184,37.00,24.50,400,0,"24.39
",186.49248051643372
185,37.00,24.50,400,0,"24.39
",187.48455238342285
186,37.00,24.50,400,0,"24.39
",188.5039665699005
187,37.00,24.50,404,0,"24.39
",189.4708423614502
188,37.00,24.50,400,0,"24.39
",190.46704149246216
189,36.00,24.50,404,0,"25.00
",191.48519444465637
190,36.00,24.50,404,0,"24.39
",192.45233130455017
191,36.00,24.50,404,0,"24.39
",193.44864058494568
192,36.00,24.50,404,0,"24.39
",194.46424961090088
193,36.00,24.50,402,0,"24.39
",195.43499088287354
194,36.00,24.50,404,0,"22.41
",196.4268045425415
195,36.00,24.50,406,0,"24.39
",197.44813299179077
196,36.00,24.50,404,0,"25.00
",198.41644287109375
197,36.00,24.50,413,1,"24.39
",199.40963435173035
198,36.00,24.50,415,2,"24.39
",200.427880525589
199,36.00,24.50,407,1,"24.39
",201.39750456809998
200,36.00,24.50,406,0,"24.39
",202.39143633842468
201,36.00,24.50,402,0,"24.39
",203.40697979927063
202,36.00,24.50,400,0,"25.00
",204.37741374969482
203,36.00,24.50,400,0,"24.39
",205.37049198150635
204,36.00,24.60,402,0,"24.39
",206.3911030292511
205,36.00,24.60,402,0,"24.39
",207.358469247818
206,36.00,24.60,400,0,"24.39
",208.35332465171814
207,36.00,24.50,402,0,"24.39
",209.36969327926636
208,36.00,24.50,402,0,"27.55
",210.33903241157532
209,36.00,24.50,400,0,"24.39
",211.3322093486786
210,36.00,24.60,404,0,"25.00
",212.35238432884216
211,36.00,24.60,408,1,"23.59
",213.31957626342773
212,36.00,24.60,406,0,"24.39
",214.31280303001404
213,36.00,24.50,406,0,"24.39
",215.33235692977905
214,36.00,24.50,400,0,"24.39
",216.29905939102173
215,36.00,24.50,400,0,"24.39
",217.29446601867676
216,36.00,24.50,400,0,"24.39
",218.31325483322144
217,36.00,24.50,402,0,"24.39
",219.2817132472992
218,36.00,24.50,400,0,"24.39
",220.27437615394592
219,36.00,24.50,402,0,"24.39
",221.29422426223755
220,36.00,24.50,400,0,"24.39
",222.26302814483643
221,36.00,24.50,400,0,"24.39
",223.25743103027344
222,36.00,24.50,400,0,"24.39
",224.27448225021362
223,36.00,24.50,400,0,"24.39
",225.24316024780273
224,36.00,24.50,400,0,"24.39
",226.2387490272522
225,36.00,24.50,400,0,"24.39
",227.2564640045166
226,36.00,24.50,400,0,"25.63
",228.22463464736938
227,36.00,24.50,404,0,"24.39
",229.21682214736938
228,36.00,24.50,404,0,"24.39
",230.23757076263428
229,36.00,24.50,408,1,"23.59
",231.20574927330017
230,36.00,24.50,414,2,"24.39
",232.19932317733765
231,36.00,24.40,415,2,"24.39
",233.21468663215637
232,36.00,24.40,417,2,"24.39
",234.1862120628357
233,36.00,24.40,418,2,"24.39
",235.17771911621094
234,36.00,24.40,492,14,"25.00
",236.19997382164001
235,36.00,24.40,653,38,"24.39
",237.16917610168457
236,36.00,24.40,633,35,"25.00
",238.16057348251343
237,36.00,24.50,606,31,"24.39
",239.18122243881226
238,36.00,24.50,541,21,"24.39
",240.14792108535767
239,36.00,24.50,505,15,"25.00
",241.14096355438232
240,37.00,24.40,475,11,"25.00
",242.16076397895813
241,37.00,24.40,453,8,"24.39
",243.12792444229126
242,37.00,24.40,441,6,"25.00
",244.12197470664978
243,36.00,24.40,433,5,"25.00
",245.1405370235443
244,36.00,24.40,438,5,"25.00
",246.10903549194336
245,36.00,24.40,447,7,"25.00
",247.10345196723938
246,36.00,24.50,441,6,"25.00
",248.12098336219788
247,36.00,24.50,435,5,"25.00
",249.08966541290283
248,36.00,24.50,425,3,"25.00
",250.08208680152893
249,37.00,24.40,421,3,"25.00
",251.1024932861328
250,37.00,24.40,417,2,"25.00
",252.0722017288208
251,37.00,24.40,415,2,"25.00
",253.06318759918213
252,36.00,24.50,410,1,"25.00
",254.08270740509033
253,36.00,24.50,408,1,"25.00
",255.0527262687683
254,36.00,24.50,408,1,"25.00
",256.04321098327637
255,36.00,24.50,410,1,"25.00
",257.06263041496277
256,36.00,24.50,415,2,"26.26
",258.0301887989044
257,36.00,24.50,418,2,"25.00
",259.0264358520508
258,36.00,24.40,418,2,"25.00
",260.04562878608704
259,36.00,24.40,424,3,"25.00
",261.01294898986816
260,36.00,24.40,453,8,"25.00
",262.0068607330322
261,36.00,24.40,650,38,"25.63
",263.02705359458923
262,36.00,24.40,565,25,"25.00
",263.99478793144226
263,36.00,24.40,483,12,"25.00
",264.9887852668762
264,37.00,24.40,447,7,"25.00
",266.0059928894043
265,37.00,24.40,436,5,"25.00
",266.9719502925873
266,37.00,24.40,433,5,"25.00
",267.9689750671387
267,37.00,24.40,425,3,"25.00
",268.9873080253601
268,37.00,24.40,423,3,"25.00
",269.9560647010803
269,37.00,24.40,419,2,"25.00
",270.94774746894836
270,37.00,24.60,419,2,"25.00
",271.96834683418274
271,37.00,24.60,418,2,"25.00
",272.937118768692
272,37.00,24.60,417,2,"25.00
",273.9302656650543
273,36.00,24.50,885,73,"25.00
",274.9499423503876
274,36.00,24.50,742,52,"27.55
",275.9177129268646
275,36.00,24.50,591,29,"25.00
",276.9110975265503
276,38.00,24.40,553,23,"25.00
",277.93119716644287
277,38.00,24.40,537,20,"25.00
",278.89888310432434
278,38.00,24.40,482,12,"25.00
",279.89261078834534
279,39.00,24.50,473,11,"25.00
",280.90989208221436
280,39.00,24.50,473,11,"25.00
",281.8805112838745
281,39.00,24.50,473,11,"25.00
",282.8722674846649
282,38.00,24.50,471,10,"25.00
",283.8929431438446
283,38.00,24.50,470,10,"25.00
",284.8597023487091
284,38.00,24.50,465,9,"24.39
",285.85325503349304
285,38.00,24.40,465,9,"25.00
",286.87034249305725
286,38.00,24.40,460,9,"25.00
",287.8401219844818
287,38.00,24.40,447,7,"24.39
",288.8317255973816
288,37.00,24.50,435,5,"25.00
",289.85074734687805
289,37.00,24.50,432,4,"25.00
",290.82152915000916
290,37.00,24.50,427,4,"25.00
",291.81414580345154
291,37.00,24.40,425,3,"25.00
",292.8322710990906
292,37.00,24.40,425,3,"25.00
",293.8017637729645
293,37.00,24.40,423,3,"25.00
",294.7952070236206
294,36.00,24.40,421,3,"25.00
",295.81461095809937
295,36.00,24.40,419,2,"25.00
",296.7821991443634
296,36.00,24.40,418,2,"25.00
",297.77741026878357
297,36.00,24.40,417,2,"25.00
",298.79531359672546
