,humidity,temperature,CO2,TVOC,CCTEMP,time
173,22.00,35.30,518,17,"34.69
",173.69563746452332
174,22.00,34.90,501,15,"34.69
",174.7135877609253
175,22.00,34.90,506,16,"34.69
",175.6820650100708
176,22.00,34.90,501,15,"34.69
",176.67472982406616
177,22.00,34.80,501,15,"34.69
",177.69030570983887
178,22.00,34.80,495,14,"34.69
",178.66226053237915
179,22.00,34.80,478,11,"34.69
",179.6542317867279
180,22.00,34.60,476,11,"33.95
",180.6714539527893
181,22.00,34.60,470,10,"33.95
",181.63929748535156
182,22.00,34.60,476,11,"33.95
",182.6301658153534
183,22.00,34.40,476,11,"33.95
",183.64980602264404
184,22.00,34.40,476,11,"33.95
",184.61895775794983
185,22.00,34.40,470,10,"33.95
",185.6112778186798
186,23.00,34.20,463,9,"33.95
",186.62815761566162
187,23.00,34.20,470,10,"33.22
",187.59802317619324
188,23.00,34.20,470,10,"33.22
",188.59022068977356
189,23.00,34.00,462,9,"33.22
",189.60642385482788
190,23.00,34.00,462,9,"33.22
",190.5725700855255
191,23.00,34.00,462,9,"33.22
",191.56747603416443
192,23.00,33.40,462,9,"33.22
",192.58388829231262
193,23.00,33.40,453,8,"33.22
",193.55459070205688
194,23.00,33.40,457,8,"33.22
",194.54722380638123
195,24.00,33.30,457,8,"32.51
",195.56513571739197
196,24.00,33.30,453,8,"32.51
",196.53382086753845
197,24.00,33.30,457,8,"32.51
",197.5274007320404
198,24.00,33.10,453,8,"32.51
",198.5446174144745
199,24.00,33.10,457,8,"35.70
",199.5146918296814
200,24.00,33.10,457,8,"32.51
",200.50716757774353
201,24.00,33.00,453,8,"32.51
",201.52514266967773
202,24.00,33.00,457,8,"31.81
",202.49162364006042
203,24.00,33.00,453,8,"31.81
",203.4865961074829
204,24.00,32.90,453,8,"31.81
",204.50285458564758
205,24.00,32.90,451,7,"31.81
",205.4696922302246
206,24.00,32.90,453,8,"31.81
",206.46372413635254
207,24.00,32.50,453,8,"30.44
",207.4844446182251
208,24.00,32.50,451,7,"31.81
",208.45153975486755
209,24.00,32.50,453,8,"31.81
",209.44723296165466
210,24.00,32.20,453,8,"31.81
",210.4632077217102
211,24.00,32.20,451,7,"31.81
",211.43155574798584
212,24.00,32.20,453,8,"31.81
",212.42427158355713
213,25.00,32.00,478,11,"31.81
",213.44417548179626
214,25.00,32.00,483,12,"31.12
",214.41335558891296
215,25.00,32.00,487,13,"31.12
",215.4041097164154
216,25.00,31.80,487,13,"31.12
",216.42461562156677
217,25.00,31.80,476,11,"31.12
",217.39281129837036
218,25.00,31.80,463,9,"31.12
",218.38502073287964
219,26.00,31.70,462,9,"31.12
",219.40371966362
220,26.00,31.70,453,8,"31.12
",220.3694019317627
221,26.00,31.70,451,7,"31.12
",221.36515259742737
222,26.00,31.50,446,7,"31.12
",222.38168382644653
223,26.00,31.50,442,6,"31.12
",223.34852290153503
224,26.00,31.50,442,6,"30.44
",224.34392881393433
225,26.00,31.00,439,5,"33.22
",225.36356401443481
226,26.00,31.00,439,5,"30.44
",226.32720160484314
227,26.00,31.00,434,5,"30.44
",227.32414770126343
228,26.00,30.90,434,5,"31.81
",228.34178614616394
229,26.00,30.90,434,5,"31.12
",229.31142926216125
230,26.00,30.90,434,5,"30.44
",230.300448179245
231,26.00,30.60,434,5,"30.44
",231.3202269077301
232,26.00,30.60,434,5,"30.44
",232.29043006896973
233,26.00,30.60,439,5,"30.44
",233.2836241722107
234,26.00,30.90,439,5,"30.44
",234.30126953125
235,26.00,30.90,442,6,"30.44
",235.27050352096558
236,26.00,30.90,446,7,"30.44
",236.26086044311523
237,27.00,30.50,442,6,"30.44
",237.27982831001282
238,27.00,30.50,446,7,"29.56
",238.25062251091003
239,27.00,30.50,446,7,"29.56
",239.24336099624634
240,27.00,30.20,446,7,"29.56
",240.26302361488342
241,27.00,30.20,446,7,"28.90
",241.22943139076233
242,27.00,30.20,451,7,"29.56
",242.223064661026
243,27.00,29.90,442,6,"29.56
",243.24067735671997
244,27.00,29.90,434,5,"29.56
",244.21046543121338
245,27.00,29.90,434,5,"29.56
",245.20442628860474
246,28.00,29.90,434,5,"29.56
",246.22207713127136
247,28.00,29.90,439,5,"29.56
",247.1902232170105
248,28.00,29.90,434,5,"29.56
",248.1841368675232
249,28.00,29.70,434,5,"29.56
",249.20024919509888
250,28.00,29.70,434,5,"29.56
",250.17066168785095
251,28.00,29.70,428,4,"29.56
",251.16346216201782
252,28.00,29.50,428,4,"29.56
",252.18217086791992
253,28.00,29.50,428,4,"29.56
",253.14830899238586
254,28.00,29.50,428,4,"28.90
",254.1434257030487
255,28.00,29.40,428,4,"29.56
",255.15962052345276
256,28.00,29.40,428,4,"29.56
",256.13184452056885
257,28.00,29.40,434,5,"29.56
",257.12217473983765
258,28.00,29.30,434,5,"29.56
",258.1410675048828
259,28.00,29.30,434,5,"28.90
",259.1112275123596
260,28.00,29.30,434,5,"28.90
",260.10371685028076
261,29.00,29.20,439,5,"28.90
",261.12321400642395
262,29.00,29.20,451,7,"28.90
",262.0877242088318
263,29.00,29.20,483,12,"28.90
",263.08330249786377
264,29.00,29.20,453,8,"28.90
",264.10225439071655
265,29.00,29.20,439,5,"28.90
",265.07015919685364
266,29.00,29.20,434,5,"28.90
",266.0643665790558
267,29.00,29.00,439,5,"28.90
",267.0826382637024
268,29.00,29.00,462,9,"28.90
",268.05147528648376
269,29.00,29.00,880,73,"28.90
",269.04594922065735
270,29.00,28.90,1062,100,"28.90
",270.06489396095276
271,29.00,28.90,1027,95,"28.90
",271.0330455303192
272,29.00,28.90,967,86,"28.90
",272.02601742744446
273,29.00,28.70,892,74,"28.90
",273.0445864200592
274,29.00,28.70,788,59,"28.90
",274.0128655433655
275,29.00,28.70,872,71,"28.90
",275.00705432891846
276,31.00,28.50,750,53,"28.90
",276.02487087249756
277,31.00,28.50,592,29,"28.26
",276.9927475452423
278,31.00,28.50,540,21,"28.90
",277.9877133369446
279,31.00,28.70,495,14,"27.00
",279.00491285324097
280,31.00,28.70,463,9,"28.26
",279.9733624458313
281,31.00,28.70,463,9,"28.26
",280.9653437137604
282,31.00,28.70,463,9,"28.26
",281.9852261543274
283,31.00,28.70,457,8,"28.26
",282.9536135196686
284,31.00,28.70,457,8,"28.26
",283.9460983276367
285,30.00,28.10,453,8,"28.26
",284.9656271934509
286,30.00,28.10,451,7,"28.26
",285.932959318161
287,30.00,28.10,451,7,"28.26
",286.9271719455719
288,30.00,28.00,451,7,"28.26
",287.9450228214264
289,30.00,28.00,451,7,"28.26
",288.9125430583954
290,30.00,28.00,446,7,"28.26
",289.9082078933716
291,30.00,28.10,451,7,"28.26
",290.92538952827454
292,30.00,28.10,446,7,"28.26
",291.8924968242645
293,30.00,28.10,446,7,"28.26
",292.8815050125122
294,30.00,28.10,442,6,"28.26
",293.9067893028259
295,30.00,28.10,442,6,"28.26
",294.8750503063202
296,30.00,28.10,442,6,"28.26
",295.868980884552
297,30.00,27.60,446,7,"28.26
",296.88675451278687
298,30.00,27.60,442,6,"27.63
",297.85459995269775
