raw_data,distance
342,5.814
367,6.239000000000001
342,5.814
336,5.712000000000001
342,5.814
367,6.239000000000001
342,5.814
336,5.712000000000001
342,5.814
367,6.239000000000001
336,5.712000000000001
336,5.712000000000001
342,5.814
343,5.831
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
337,5.729
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
343,5.831
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
343,5.831
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
343,5.831
342,5.814
336,5.712000000000001
343,5.831
343,5.831
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
343,5.831
336,5.712000000000001
343,5.831
343,5.831
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
343,5.831
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
343,5.831
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
343,5.831
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
343,5.831
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
337,5.729
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
343,5.831
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
343,5.831
336,5.712000000000001
342,5.814
343,5.831
336,5.712000000000001
336,5.712000000000001
343,5.831
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
336,5.712000000000001
342,5.814
343,5.831
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
370,6.29
343,5.831
336,5.712000000000001
342,5.814
371,6.307
342,5.814
336,5.712000000000001
342,5.814
370,6.29
336,5.712000000000001
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
364,6.188000000000001
336,5.712000000000001
370,6.29
342,5.814
365,6.205
336,5.712000000000001
370,6.29
370,6.29
364,6.188000000000001
364,6.188000000000001
370,6.29
370,6.29
364,6.188000000000001
364,6.188000000000001
370,6.29
371,6.307
364,6.188000000000001
364,6.188000000000001
370,6.29
370,6.29
365,6.205
364,6.188000000000001
370,6.29
370,6.29
364,6.188000000000001
364,6.188000000000001
371,6.307
371,6.307
370,6.29
364,6.188000000000001
371,6.307
371,6.307
370,6.29
364,6.188000000000001
371,6.307
370,6.29
371,6.307
336,5.712000000000001
342,5.814
370,6.29
342,5.814
337,5.729
342,5.814
342,5.814
336,5.712000000000001
342,5.814
342,5.814
342,5.814
336,5.712000000000001
343,5.831
342,5.814
343,5.831
336,5.712000000000001
342,5.814
342,5.814
336,5.712000000000001
342,5.814
367,6.239000000000001
339,5.763000000000001
332,5.644
339,5.763000000000001
339,5.763000000000001
339,5.763000000000001
305,5.1850000000000005
310,5.2700000000000005
339,5.763000000000001
357,6.069000000000001
335,5.695
335,5.695
335,5.695
329,5.593
335,5.695
335,5.695
301,5.117
307,5.219
307,5.219
302,5.134
307,5.219
307,5.219
307,5.219
325,5.525
331,5.627000000000001
332,5.644
326,5.542000000000001
279,4.743
279,4.743
273,4.641
279,4.743
332,5.644
303,5.151000000000001
304,5.168
304,5.168
304,5.168
298,5.066000000000001
304,5.168
304,5.168
297,5.049
304,5.168
304,5.168
297,5.049
303,5.151000000000001
304,5.168
298,5.066000000000001
304,5.168
303,5.151000000000001
304,5.168
297,5.049
304,5.168
304,5.168
297,5.049
279,4.743
279,4.743
273,4.641
332,5.644
332,5.644
301,5.117
307,5.219
307,5.219
301,5.117
329,5.593
336,5.712000000000001
335,5.695
357,6.069000000000001
311,5.287000000000001
339,5.763000000000001
367,6.239000000000001
336,5.712000000000001
371,6.307
346,5.882000000000001
367,6.239000000000001
343,5.831
353,6.001
329,5.593
351,5.9670000000000005
332,5.644
360,6.12
391,6.647
364,6.188000000000001
368,6.256
377,6.409000000000001
381,6.477
378,6.426
410,6.970000000000001
423,7.191000000000001
402,6.8340000000000005
405,6.885000000000001
431,7.327000000000001
438,7.446000000000001
451,7.667000000000001
430,7.3100000000000005
434,7.378
434,7.378
442,7.514
448,7.6160000000000005
458,7.7860000000000005
490,8.33
472,8.024000000000001
504,8.568000000000001
476,8.092
508,8.636000000000001
543,9.231
497,8.449
554,9.418000000000001
595,10.115
602,10.234
609,10.353000000000002
616,10.472000000000001
626,10.642000000000001
634,10.778
663,11.271
649,11.033000000000001
656,11.152000000000001
694,11.798
652,11.084000000000001
716,12.172
701,11.917000000000002
765,13.005
726,12.342
771,13.107000000000001
732,12.444
765,13.005
778,13.226
845,14.365
859,14.603000000000002
830,14.110000000000001
838,14.246
827,14.059000000000001
870,14.790000000000001
859,14.603000000000002
877,14.909
919,15.623000000000001
937,15.929
980,16.66
944,16.048000000000002
961,16.337
1031,17.527
1025,17.425
1067,18.139000000000003
1088,18.496000000000002
1080,18.360000000000003
1126,19.142000000000003
1166,19.822000000000003
1165,19.805
1238,21.046000000000003
1253,21.301000000000002
1281,21.777
1277,21.709000000000003
1344,22.848000000000003
1347,22.899
1344,22.848000000000003
1393,23.681
1383,23.511000000000003
1380,23.46
1435,24.395000000000003
1431,24.327
1456,24.752000000000002
1453,24.701
1496,25.432000000000002
1492,25.364
1517,25.789
1541,26.197000000000003
1591,27.047
1614,27.438000000000002
1615,27.455000000000002
1639,27.863000000000003
1665,28.305000000000003
1689,28.713
1688,28.696
1766,30.022000000000002
1772,30.124000000000002
1791,30.447000000000003
1819,30.923000000000002
1843,31.331000000000003
1896,32.232
1896,32.232
1924,32.708000000000006
1977,33.609
2005,34.085
2032,34.544000000000004
2085,35.445
2114,35.938
2118,36.006
2121,36.057
2254,38.318000000000005
2229,37.893
2208,37.536
2265,38.505
2268,38.556000000000004
2324,39.508
2328,39.576
2350,39.95
2387,40.579
2391,40.647000000000006
2422,41.174
2472,42.024
2504,42.568000000000005
2507,42.619
2568,43.656000000000006
2599,44.183
2630,44.71
2691,45.747
2697,45.849000000000004
2729,46.393
2764,46.98800000000001
2849,48.43300000000001
2908,49.43600000000001
2894,49.198
3006,51.102000000000004
3066,52.12200000000001
3101,52.717000000000006
3140,53.38
3203,54.451
3238,55.04600000000001
3271,55.607000000000006
3343,56.831
3407,57.919000000000004
3467,58.93900000000001
3531,60.027
3570,60.690000000000005
3608,61.336000000000006
3650,62.050000000000004
3710,63.07000000000001
3751,63.767
3766,64.022
3786,64.36200000000001
3800,64.60000000000001
3808,64.736
3927,66.759
3783,64.311
3874,65.858
3889,66.113
3906,66.402
3997,67.949
3963,67.37100000000001
4032,68.54400000000001
4123,70.09100000000001
4145,70.465
4214,71.638
4235,71.995
4201,71.417
4243,72.131
4261,72.43700000000001
4278,72.726
4321,73.45700000000001
4363,74.171
4399,74.783
4472,76.024
4517,76.789
4511,76.68700000000001
4556,77.45200000000001
4622,78.57400000000001
4664,79.28800000000001
4710,80.07000000000001
4756,80.852
4823,81.991
4834,82.17800000000001
4879,82.94300000000001
4945,84.06500000000001
4970,84.49000000000001
5033,85.561
5104,86.768
5090,86.53
5111,86.887
5233,88.96100000000001
5220,88.74000000000001
5213,88.62100000000001
5379,91.44300000000001
5374,91.358
5659,96.203
5952,101.18400000000001
6147,104.49900000000001
5189,88.21300000000001
5741,97.59700000000001
5737,97.52900000000001
7385,125.54500000000002
4636,78.81200000000001
5084,86.42800000000001
5740,97.58000000000001
5788,98.396
6099,103.683
5961,101.337
5160,87.72000000000001
5663,96.271
5831,99.12700000000001
6122,104.07400000000001
5814,98.83800000000001
5139,87.363
5713,97.12100000000001
5909,100.453
5994,101.89800000000001
5846,99.382
6730,114.41000000000001
6698,113.86600000000001
6763,114.971
6857,116.569
6847,116.39900000000002
6868,116.75600000000001
6963,118.37100000000001
7033,119.561
7051,119.867
7092,120.56400000000001
7139,121.36300000000001
7181,122.07700000000001
7276,123.69200000000001
7391,125.647
7472,127.02400000000002
7288,123.89600000000002
7483,127.21100000000001
7630,129.71
7701,130.917
7747,131.699
7716,131.172
7581,128.877
7678,130.526
7928,134.776
5887,100.07900000000001
7587,128.979
7804,132.668
7859,133.603
7833,133.161
7657,130.169
7824,133.008
5785,98.34500000000001
7881,133.977
7582,128.894
7827,133.059
7505,127.58500000000001
6587,111.97900000000001
7285,123.84500000000001
7807,132.71900000000002
7486,127.26200000000001
6587,111.97900000000001
7261,123.43700000000001
8105,137.785
7928,134.776
7460,126.82000000000001
7581,128.877
5166,87.822
6214,105.638
5114,86.938
4514,76.738
7283,123.811
7954,135.21800000000002
7954,135.21800000000002
5895,100.215
7588,128.996
7665,130.305
4587,77.979
7486,127.26200000000001
4587,77.979
4370,74.29
8210,139.57000000000002
7961,135.33700000000002
7978,135.626
4933,83.861
7927,134.75900000000001
5115,86.95500000000001
11177,190.00900000000001
5164,87.78800000000001
7554,128.418
5090,86.53
7982,135.69400000000002
5687,96.679
8007,136.119
5887,100.07900000000001
8032,136.544
7335,124.69500000000001
7828,133.07600000000002
5835,99.19500000000001
7961,135.33700000000002
7585,128.94500000000002
7782,132.294
7831,133.127
6162,104.754
7555,128.435
5193,88.281
4591,78.04700000000001
5112,86.90400000000001
5889,100.11300000000001
5808,98.736
5143,87.43100000000001
5163,87.771
6672,113.424
5873,99.84100000000001
4538,77.146
4439,75.46300000000001
5086,86.462
5220,88.74000000000001
7336,124.712
4584,77.92800000000001
4541,77.197
4638,78.846
5669,96.373
7159,121.703
4532,77.04400000000001
6067,103.13900000000001
4538,77.146
4590,78.03
6014,102.23800000000001
4586,77.962
6946,118.08200000000001
4584,77.92800000000001
4464,75.888
6039,102.66300000000001
4508,76.63600000000001
6917,117.58900000000001
6713,114.12100000000001
7954,135.21800000000002
5946,101.08200000000001
7929,134.793
5814,98.83800000000001
5712,97.10400000000001
7931,134.827
8029,136.49300000000002
7878,133.92600000000002
7308,124.236
4615,78.45500000000001
7337,124.72900000000001
7927,134.75900000000001
7955,135.235
5937,100.929
7286,123.86200000000001
4538,77.146
5737,97.52900000000001
7961,135.33700000000002
7954,135.21800000000002
8104,137.768
5087,86.479
7156,121.65200000000002
7877,133.90900000000002
7931,134.827
7955,135.235
5214,88.638
5487,93.27900000000001
5090,86.53
7312,124.304
5115,86.95500000000001
4616,78.47200000000001
4535,77.095
5090,86.53
5813,98.82100000000001
6689,113.71300000000001
6359,108.10300000000001
4658,79.186
5118,87.006
5768,98.05600000000001
6671,113.40700000000001
7859,133.603
5090,86.53
8004,136.068
5109,86.85300000000001
8001,136.017
5115,86.95500000000001
7859,133.603
5192,88.26400000000001
6211,105.587
4643,78.93100000000001
4760,80.92
5786,98.36200000000001
5063,86.07100000000001
5241,89.09700000000001
5217,88.68900000000001
5241,89.09700000000001
5762,97.95400000000001
5114,86.938
7483,127.21100000000001
5094,86.59800000000001
5167,87.83900000000001
5767,98.039
5171,87.90700000000001
7455,126.73500000000001
5093,86.581
5142,87.414
7928,134.776
5736,97.512
4763,80.971
5041,85.697
5143,87.43100000000001
5909,100.453
5685,96.64500000000001
4813,81.82100000000001
7883,134.011
6140,104.38000000000001
8006,136.102
6674,113.45800000000001
5770,98.09
7981,135.67700000000002
5765,98.00500000000001
7879,133.943
7501,127.51700000000001
7085,120.44500000000001
6636,112.81200000000001
7799,132.583
7530,128.01000000000002
7057,119.96900000000001
6642,112.914
5114,86.938
7926,134.74200000000002
7804,132.668
7203,122.45100000000001
6116,103.97200000000001
7902,134.334
7809,132.75300000000001
7233,122.96100000000001
6116,103.97200000000001
7809,132.75300000000001
7951,135.167
7877,133.90900000000002
5537,94.129
7604,129.268
7901,134.317
7825,133.025
5242,89.114
7903,134.351
7830,133.11
7974,135.55800000000002
7365,125.20500000000001
5142,87.414
7910,134.47
8030,136.51000000000002
5765,98.00500000000001
7493,127.38100000000001
5118,87.006
7861,133.637
7910,134.47
6038,102.646
7929,134.793
7910,134.47
7208,122.53600000000002
5989,101.813
7858,133.586
7882,133.994
7434,126.37800000000001
5893,100.18100000000001
7338,124.74600000000001
5843,99.331
7637,129.829
7661,130.23700000000002
5770,98.09
7314,124.33800000000001
7852,133.484
7929,134.793
6063,103.07100000000001
7187,122.179
7833,133.161
7883,134.011
7880,133.96
5687,96.679
7676,130.49200000000002
7804,132.668
7828,133.07600000000002
5689,96.71300000000001
7755,131.835
7751,131.767
7804,132.668
5685,96.64500000000001
7837,133.229
5115,86.95500000000001
7849,133.43300000000002
7877,133.90900000000002
5737,97.52900000000001
