raw_data,distance
1227,20.859
1203,20.451
1202,20.434
1202,20.434
1203,20.451
1231,20.927000000000003
1231,20.927000000000003
1231,20.927000000000003
1206,20.502000000000002
1200,20.400000000000002
1200,20.400000000000002
1206,20.502000000000002
1234,20.978
1234,20.978
1234,20.978
1235,20.995
1235,20.995
1234,20.978
1235,20.995
1200,20.400000000000002
1200,20.400000000000002
1206,20.502000000000002
1207,20.519000000000002
1207,20.519000000000002
1207,20.519000000000002
1231,20.927000000000003
1231,20.927000000000003
1231,20.927000000000003
1231,20.927000000000003
1203,20.451
1196,20.332
1197,20.349
1203,20.451
1203,20.451
1204,20.468
1203,20.451
1203,20.451
1203,20.451
1203,20.451
1203,20.451
1203,20.451
1225,20.825000000000003
1225,20.825000000000003
1232,20.944000000000003
1232,20.944000000000003
1206,20.502000000000002
1206,20.502000000000002
1206,20.502000000000002
1206,20.502000000000002
1206,20.502000000000002
1206,20.502000000000002
1200,20.400000000000002
1201,20.417
1206,20.502000000000002
1206,20.502000000000002
1207,20.519000000000002
1207,20.519000000000002
1206,20.502000000000002
1207,20.519000000000002
1206,20.502000000000002
1207,20.519000000000002
1207,20.519000000000002
1200,20.400000000000002
1201,20.417
1207,20.519000000000002
1207,20.519000000000002
1207,20.519000000000002
1207,20.519000000000002
1207,20.519000000000002
1207,20.519000000000002
1207,20.519000000000002
1206,20.502000000000002
1229,20.893
1229,20.893
1204,20.468
1210,20.57
1210,20.57
1210,20.57
1210,20.57
1210,20.57
1238,21.046000000000003
1239,21.063000000000002
1210,20.57
1204,20.468
1204,20.468
1210,20.57
1210,20.57
1210,20.57
1210,20.57
1210,20.57
1235,20.995
1235,20.995
1206,20.502000000000002
1206,20.502000000000002
1200,20.400000000000002
1201,20.417
1206,20.502000000000002
1231,20.927000000000003
1231,20.927000000000003
1231,20.927000000000003
1203,20.451
