1482,3320,47558,64891,65331,63,62103
1478,3320,47552,64889,65331,62,62103
1478,3324,47550,64890,65331,63,62102
1482,3326,47550,64889,65333,63,62101
1484,3326,47546,64889,65332,62,62100
1480,3326,47550,64890,65332,63,62101
1474,3326,47540,64890,65331,63,62100
1468,3328,47548,64890,65331,62,62099
1468,3320,47556,64889,65332,62,62098
1468,3318,47562,64888,65331,63,62098
1474,3322,47562,64888,65331,62,62096
1470,3324,47562,64888,65331,62,62096
1468,3328,47558,64887,65332,62,62096
1468,3326,47556,64887,65332,61,62096
1464,3324,47552,64887,65332,62,62097
1462,3320,47546,64887,65332,61,62097
1464,3324,47544,64887,65332,61,62096
1466,3324,47548,64887,65331,60,62096
1466,3328,47550,64887,65333,59,62096
1472,3330,47548,64888,65333,58,62096
1474,3332,47548,64888,65333,60,62097
1470,3330,47544,64888,65333,61,62097
1472,3330,47550,64888,65334,61,62096
1482,3326,47544,64888,65334,62,62098
1476,3322,47546,64886,65333,61,62098
1470,3322,47544,64886,65334,62,62096
1468,3322,47540,64885,65334,62,62096
1470,3318,47544,64885,65334,61,62096
1470,3314,47536,64885,65335,63,62096
1470,3304,47534,64884,65335,64,62098
1466,3304,47528,64886,65334,64,62098
1462,3306,47534,64885,65334,64,62099
1464,3314,47542,64886,65335,65,62100
1466,3310,47544,64887,65336,65,62100
1468,3308,47548,64889,65336,65,62101
1472,3308,47542,64888,65336,65,62100
1466,3310,47536,64888,65334,65,62100
1472,3314,47520,64888,65334,64,62100
1474,3312,47518,64887,65334,64,62101
1478,3312,47516,64886,65333,64,62100
1478,3312,47514,64885,65333,62,62101
1478,3308,47512,64886,65331,62,62101
1476,3312,47518,64886,65333,62,62101
1480,3320,47512,64886,65331,62,62101
1476,3320,47524,64888,65331,62,62101
1472,3314,47528,64887,65330,61,62100
1472,3316,47524,64887,65331,60,62101
1480,3312,47534,64888,65331,60,62101
1474,3318,47530,64887,65332,60,62100
1476,3318,47526,64888,65332,60,62099
1472,3310,47528,64888,65332,60,62100
1476,3310,47528,64888,65333,60,62100
1468,3312,47524,64888,65332,61,62100
1464,3314,47530,64889,65331,61,62099
1462,3312,47534,64890,65331,62,62100
1464,3310,47538,64889,65330,63,62100
1468,3310,47538,64890,65329,64,62100
1470,3316,47532,64891,65329,64,62100
1470,3314,47538,64891,65328,63,62100
1470,3314,47542,64891,65329,63,62100
1474,3316,47540,64890,65328,64,62100
1472,3310,47540,64890,65329,63,62100
1476,3314,47540,64890,65331,62,62099
1482,3312,47542,64891,65330,63,62099
1480,3316,47538,64888,65329,62,62099
1476,3318,47544,64887,65328,62,62101
1478,3320,47552,64887,65329,63,62101
1484,3326,47548,64886,65329,63,62102
1482,3326,47542,64887,65331,65,62101
1478,3328,47544,64887,65332,64,62100
1482,3330,47542,64887,65332,64,62099
1478,3328,47542,64888,65331,66,62100
1476,3326,47538,64889,65331,65,62101
1478,3328,47528,64890,65332,64,62101
1476,3330,47526,64890,65333,64,62101
1480,3330,47518,64890,65333,64,62101
1480,3328,47520,64890,65333,64,62101
1478,3324,47528,64889,65333,65,62100
1476,3318,47522,64888,65332,63,62101
1476,3318,47524,64887,65332,62,62101
1476,3314,47524,64887,65334,63,62102
1474,3316,47528,64887,65333,62,62102
1472,3320,47532,64887,65333,62,62102
1478,3318,47526,64888,65334,63,62103
1482,3316,47524,64888,65333,63,62101
1488,3316,47540,64888,65333,64,62101
1492,3316,47536,64887,65332,64,62102
1488,3316,47536,64888,65331,65,62101
1490,3312,47542,64888,65331,64,62102
1488,3310,47542,64888,65331,63,62100
1490,3308,47550,64886,65331,63,62101
1490,3314,47552,64887,65330,62,62101
1484,3314,47552,64885,65331,61,62102
1484,3318,47544,64885,65331,61,62102
1488,3318,47536,64886,65332,62,62101
1484,3318,47546,64886,65333,63,62102
1486,3322,47546,64886,65333,63,62101
1486,3320,47548,64886,65333,63,62101
1484,3322,47550,64886,65332,64,62100
1480,3318,47550,64887,65333,65,62100
1480,3314,47558,64888,65331,64,62100
1480,3314,47556,64888,65331,62,62100
1480,3308,47552,64887,65332,61,62099
1478,3304,47548,64887,65332,60,62098
1474,3308,47540,64886,65333,59,62099
1470,3310,47552,64887,65334,60,62100
1474,3310,47558,64886,65332,59,62101
1470,3306,47566,64886,65331,60,62100
1466,3308,47572,64887,65330,61,62099
1470,3308,47568,64887,65332,62,62100
1474,3304,47560,64887,65331,61,62100
1476,3302,47560,64887,65331,61,62100
1474,3304,47564,64887,65331,60,62100
1468,3306,47570,64887,65330,60,62101
1462,3310,47564,64887,65328,61,62101
1466,3316,47558,64889,65329,62,62101
1468,3322,47556,64889,65330,62,62101
1472,3326,47560,64888,65332,63,62102
1474,3326,47556,64888,65331,64,62101
1474,3324,47554,64888,65330,63,62102
1476,3324,47552,64888,65332,63,62101
1480,3322,47556,64889,65333,63,62102
1484,3324,47554,64889,65333,62,62102
1486,3320,47556,64889,65333,61,62102
1484,3320,47552,64889,65333,62,62103
1482,3320,47556,64888,65332,62,62102
1488,3316,47552,64888,65331,63,62101
1488,3314,47556,64889,65333,62,62102
1492,3316,47560,64890,65333,63,62102
1492,3316,47556,64888,65333,63,62102
1488,3314,47558,64889,65333,64,62103
1492,3314,47562,64888,65333,64,62103
1492,3312,47568,64886,65335,63,62103
1486,3310,47574,64887,65334,64,62102
1478,3306,47576,64885,65334,63,62102
1476,3304,47568,64885,65334,63,62102
1474,3304,47562,64883,65333,64,62101
1472,3304,47562,64884,65333,64,62101
1476,3302,47556,64884,65333,64,62101
1464,3298,47554,64884,65333,64,62100
1462,3300,47544,64885,65333,64,62100
1464,3304,47538,64886,65333,63,62100
1462,3302,47540,64884,65333,62,62100
1462,3304,47548,64885,65332,61,62101
1466,3306,47542,64886,65331,62,62101
1468,3302,47542,64888,65331,61,62101
1474,3304,47552,64889,65331,61,62102
