,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,172,1,1838,65267,65415,68,61123
1,172,1,1837,65267,65417,72,61122
2,171,2,1839,65265,65418,74,61120
3,172,0,1840,65265,65419,74,61124
4,170,0,1839,65265,65419,76,61123
5,171,2,1840,65263,65419,77,61122
6,172,2,1837,65264,65419,72,61120
7,172,0,1838,65264,65417,74,61121
8,172,0,1836,65264,65417,72,61120
9,172,0,1840,65264,65416,72,61120
10,172,1,1839,65266,65419,70,61119
11,171,1,1841,65266,65418,69,61118
12,171,2,1841,65267,65415,75,61120
13,171,4,1841,65265,65415,74,61121
14,172,1,1842,65268,65418,74,61122
15,173,2,1842,65266,65415,71,61122
16,171,1,1837,65267,65418,73,61124
17,173,1,1838,65268,65417,76,61123
18,171,1,1839,65267,65418,73,61123
19,172,2,1841,65266,65418,70,61122
20,170,1,1840,65268,65420,69,61124
21,171,1,1838,65267,65418,72,61124
22,172,3,1839,65264,65415,70,61122
23,171,0,1838,65266,65417,70,61125
24,172,0,1840,65266,65418,72,61124
25,172,2,1839,65266,65415,73,61125
26,172,0,1841,65263,65412,72,61124
27,174,1,1840,65265,65414,74,61125
28,174,1,1837,65266,65416,72,61124
29,171,0,1837,65266,65416,76,61124
30,172,0,1839,65266,65417,77,61121
31,173,0,1842,65266,65417,73,61121
32,174,0,1838,65266,65418,73,61124
33,173,1,1840,65264,65417,74,61120
34,172,2,1840,65267,65417,73,61121
35,172,2,1838,65266,65417,73,61123
36,171,0,1839,65265,65417,73,61122
37,172,1,1838,65267,65415,72,61121
38,173,0,1839,65263,65417,74,61119
39,170,1,1843,65266,65416,71,61122
40,171,65535,1841,65270,65417,72,61122
41,171,1,1842,65265,65420,72,61123
42,173,1,1838,65266,65416,71,61124
43,171,0,1839,65267,65416,77,61123
44,171,2,1839,65267,65413,69,61125
45,170,1,1843,65269,65415,69,61126
46,171,0,1838,65270,65413,71,61124
47,171,0,1838,65267,65415,69,61125
48,172,1,1839,65266,65418,71,61123
49,172,0,1836,65268,65419,73,61121
50,170,1,1838,65266,65414,70,61122
51,171,1,1839,65264,65412,70,61122
52,170,1,1840,65265,65414,74,61121
53,171,1,1839,65264,65415,72,61123
54,174,65535,1840,65264,65413,72,61123
55,173,0,1839,65267,65417,71,61122
56,171,1,1839,65266,65418,76,61120
57,171,1,1840,65265,65414,75,61117
58,171,2,1838,65267,65413,73,61119
59,173,2,1839,65269,65412,73,61119
60,172,0,1839,65265,65414,73,61120
61,173,1,1836,65267,65414,73,61121
62,170,1,1837,65268,65414,72,61120
63,171,1,1836,65268,65413,71,61120
64,171,0,1836,65264,65413,73,61120
65,170,2,1840,65265,65413,73,61121
66,170,65535,1842,65264,65416,71,61122
67,171,65535,1838,65267,65415,72,61120
68,172,1,1840,65265,65415,72,61119
69,173,0,1839,65265,65414,74,61122
70,172,2,1836,65265,65414,73,61124
71,171,0,1838,65266,65416,72,61122
72,171,65534,1839,65268,65419,73,61124
73,170,65535,1842,65265,65416,78,61122
74,173,65534,1841,65265,65416,74,61121
75,172,1,1838,65265,65417,72,61121
76,173,1,1840,65268,65416,77,61119
77,172,1,1839,65266,65417,76,61120
78,173,65535,1838,65267,65417,70,61122
79,172,1,1841,65267,65418,72,61120
80,171,1,1842,65268,65416,74,61118
81,172,65535,1841,65266,65417,71,61119
82,171,65535,1842,65265,65416,76,61120
83,172,0,1840,65267,65417,75,61120
84,171,1,1840,65269,65416,73,61120
85,170,1,1842,65269,65415,70,61122
86,170,2,1842,65270,65415,72,61126
87,170,2,1841,65269,65417,75,61121
88,170,0,1839,65270,65415,72,61123
89,172,0,1841,65268,65414,78,61119
90,170,1,1840,65265,65413,77,61121
91,171,3,1841,65264,65413,72,61122
92,171,2,1840,65264,65414,73,61120
93,169,0,1840,65263,65420,76,61125
94,171,1,1838,65266,65418,74,61125
95,173,2,1840,65267,65418,77,61124
96,171,1,1837,65266,65417,72,61123
97,172,0,1838,65263,65418,72,61120
98,171,0,1840,65266,65415,74,61120
99,170,1,1837,65267,65416,75,61122
100,170,1,1839,65271,65418,70,61123
101,171,2,1839,65268,65419,67,61124
102,170,1,1839,65268,65417,70,61123
103,172,0,1838,65267,65419,72,61122
104,171,0,1838,65266,65415,71,61118
