,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,171,65534,1840,65502,65521,8,61149
1,171,65535,1839,65502,65521,9,61148
2,170,65535,1840,65502,65521,8,61149
3,171,65535,1839,65502,65521,8,61150
4,171,0,1843,65502,65521,9,61152
5,173,65534,1842,65502,65521,9,61150
6,173,65535,1839,65501,65520,9,61151
7,173,0,1838,65501,65520,9,61151
8,172,1,1840,65502,65520,8,61152
9,171,0,1842,65502,65520,8,61152
10,170,65534,1841,65502,65520,8,61154
11,172,0,1839,65502,65520,8,61152
12,172,1,1838,65502,65521,8,61156
13,172,1,1837,65502,65520,8,61155
14,172,1,1837,65502,65520,8,61151
15,172,2,1835,65502,65520,8,61154
16,171,65535,1839,65502,65520,9,61156
17,170,65535,1841,65502,65520,9,61157
18,171,65533,1840,65502,65520,9,61160
19,172,0,1839,65502,65520,9,61159
20,171,1,1837,65502,65520,9,61159
21,171,1,1837,65502,65520,8,61158
22,173,0,1837,65501,65520,9,61158
23,173,65535,1841,65502,65520,9,61161
24,171,0,1841,65502,65520,9,61159
25,171,1,1837,65502,65520,9,61159
26,172,2,1838,65502,65520,9,61158
27,171,1,1840,65502,65520,8,61158
28,172,2,1840,65502,65520,8,61162
29,170,3,1838,65502,65521,9,61162
30,172,1,1840,65502,65520,8,61160
31,170,1,1841,65502,65520,8,61162
32,171,0,1842,65502,65520,9,61163
33,173,1,1839,65502,65520,8,61163
34,173,1,1839,65502,65520,9,61163
35,171,0,1838,65502,65520,8,61161
36,172,1,1841,65502,65520,8,61163
37,174,1,1839,65502,65520,8,61162
38,173,1,1839,65502,65521,8,61160
39,172,0,1841,65502,65521,8,61161
40,173,65534,1840,65502,65521,8,61162
41,172,65535,1841,65502,65520,8,61161
42,171,2,1839,65502,65520,8,61163
43,170,4,1839,65502,65520,8,61163
44,171,2,1839,65502,65520,8,61162
45,170,1,1839,65502,65520,8,61162
46,172,2,1841,65502,65520,8,61162
47,174,1,1840,65502,65520,9,61164
48,173,1,1841,65502,65521,9,61167
49,172,1,1839,65502,65520,9,61164
50,171,2,1839,65502,65521,9,61166
51,170,2,1838,65501,65520,8,61165
52,171,0,1839,65502,65520,8,61162
53,172,1,1837,65502,65520,8,61161
54,172,0,1840,65502,65521,9,61164
55,170,1,1840,65502,65520,9,61166
56,171,0,1840,65502,65520,9,61168
57,173,0,1839,65502,65520,9,61166
58,173,1,1839,65502,65520,9,61168
59,173,2,1839,65502,65520,9,61168
60,172,1,1839,65502,65520,9,61168
61,173,1,1840,65502,65521,9,61164
62,174,3,1838,65502,65521,9,61166
63,173,2,1839,65502,65520,9,61168
64,172,2,1839,65502,65520,9,61170
65,171,0,1839,65502,65520,8,61169
66,170,0,1842,65502,65520,9,61169
67,171,1,1844,65502,65520,8,61170
68,171,2,1841,65502,65520,8,61168
69,172,0,1840,65502,65520,9,61167
70,171,1,1840,65502,65520,8,61167
71,171,0,1841,65502,65520,8,61168
72,172,1,1839,65502,65520,9,61169
73,173,65535,1835,65502,65520,8,61168
74,173,65535,1840,65502,65520,9,61170
75,173,1,1841,65502,65520,8,61172
76,171,1,1843,65502,65520,8,61170
77,172,65535,1841,65502,65520,8,61167
78,172,1,1840,65502,65520,8,61169
79,172,0,1840,65502,65520,9,61167
80,171,1,1841,65502,65520,9,61168
81,171,1,1839,65502,65520,9,61167
82,173,0,1838,65502,65520,9,61169
83,172,1,1839,65502,65520,9,61169
84,172,1,1840,65502,65521,8,61169
85,170,2,1840,65502,65521,8,61166
86,170,65535,1839,65502,65520,9,61166
87,172,0,1840,65502,65520,9,61164
88,172,1,1840,65502,65520,8,61162
89,172,65535,1839,65502,65521,8,61162
90,171,1,1839,65502,65520,8,61165
91,172,1,1838,65502,65521,8,61166
92,172,0,1840,65502,65520,8,61167
93,174,1,1841,65502,65520,9,61166
94,173,0,1838,65502,65521,8,61166
95,171,0,1838,65502,65521,8,61164
96,171,1,1840,65502,65521,9,61168
97,172,1,1839,65502,65520,9,61166
98,173,1,1840,65502,65520,9,61169
99,172,0,1840,65502,65520,8,61166
100,173,1,1841,65502,65520,8,61166
101,171,1,1840,65502,65521,9,61166
102,173,2,1840,65502,65521,8,61163
103,169,1,1839,65502,65521,8,61164
104,171,1,1842,65502,65520,9,61165
105,171,1,1839,65502,65520,9,61168
106,170,0,1839,65502,65520,9,61167
107,171,0,1841,65502,65521,9,61168
108,174,0,1838,65501,65521,9,61165
109,171,65535,1840,65502,65521,9,61168
110,172,65535,1840,65502,65521,8,61168
111,172,0,1840,65502,65520,8,61167
112,172,2,1840,65502,65521,8,61165
113,171,1,1839,65502,65520,8,61167
114,172,65535,1837,65502,65521,9,61168
115,171,65535,1838,65502,65520,9,61167
116,172,1,1838,65502,65520,9,61169
117,172,2,1838,65502,65520,8,61167
118,171,2,1838,65502,65520,9,61167
119,172,2,1840,65502,65520,9,61168
120,173,65534,1840,65502,65520,9,61168
121,172,1,1840,65502,65521,9,61168
122,174,0,1840,65502,65521,9,61167
123,172,1,1840,65502,65521,9,61167
124,171,1,1842,65502,65520,9,61166
125,173,1,1840,65502,65520,9,61169
126,171,1,1838,65502,65520,8,61169
127,171,1,1839,65502,65520,8,61169
128,173,1,1841,65502,65521,9,61170
129,172,1,1841,65502,65521,8,61169
130,171,0,1841,65502,65521,8,61172
131,172,1,1844,65502,65520,8,61169
132,172,0,1839,65502,65520,9,61170
133,173,0,1837,65502,65520,9,61170
134,171,2,1839,65502,65520,9,61170
135,173,3,1841,65502,65520,9,61171
136,171,1,1840,65502,65521,9,61169
137,171,1,1841,65502,65520,8,61172
138,173,0,1838,65502,65521,9,61173
139,174,1,1837,65502,65520,9,61172
140,174,0,1837,65502,65521,8,61172
141,172,0,1837,65502,65520,8,61172
142,171,1,1839,65502,65521,8,61171
143,172,1,1838,65502,65521,8,61170
144,172,1,1837,65502,65521,9,61168
