,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,173,1,1835,65267,65408,79,61177
1,173,0,1836,65267,65408,79,61177
2,173,0,1837,65267,65410,81,61178
3,173,0,1838,65267,65408,80,61179
4,173,1,1838,65268,65410,79,61180
5,172,0,1840,65274,65412,74,61176
6,172,1,1840,65267,65416,71,61180
7,173,0,1838,65269,65413,73,61181
8,172,2,1838,65265,65411,75,61181
9,171,65535,1841,65269,65418,75,61178
10,171,65535,1840,65267,65419,70,61181
11,171,4,1837,65272,65412,69,61181
12,173,65534,1843,65266,65410,70,61184
13,173,0,1838,65271,65413,76,61186
14,172,0,1843,65268,65415,65,61189
15,173,0,1837,65267,65413,69,61185
16,174,1,1842,65267,65409,77,61185
17,173,1,1841,65264,65414,67,61185
18,170,0,1835,65271,65422,72,61186
19,172,65535,1838,65262,65413,76,61177
20,173,0,1845,65267,65412,73,61180
21,169,0,1841,65262,65418,67,61190
22,172,65535,1844,65267,65416,75,61188
23,171,1,1839,65264,65417,72,61187
24,170,65535,1837,65263,65419,76,61186
25,170,65535,1838,65266,65416,78,61191
26,171,3,1836,65269,65420,64,61188
27,171,3,1840,65263,65414,69,61190
28,171,0,1838,65263,65411,72,61188
29,170,1,1839,65266,65417,79,61190
30,173,3,1840,65266,65413,68,61192
31,170,1,1840,65271,65412,65,61192
32,170,2,1837,65265,65418,69,61190
33,174,2,1837,65267,65414,69,61190
34,173,1,1838,65268,65412,71,61192
35,174,65534,1838,65267,65416,73,61190
36,171,3,1840,65267,65415,71,61192
37,172,1,1842,65265,65407,72,61195
38,172,0,1839,65268,65411,66,61192
39,172,2,1838,65267,65414,74,61191
40,172,1,1838,65268,65416,77,61193
41,172,2,1838,65264,65410,74,61188
42,170,2,1839,65266,65414,70,61192
43,167,2,1840,65267,65411,73,61191
44,172,0,1836,65266,65410,70,61195
45,169,0,1839,65268,65414,73,61192
46,172,1,1842,65264,65414,73,61191
47,170,0,1838,65269,65412,74,61191
48,173,3,1844,65264,65420,70,61193
49,172,0,1840,65265,65415,73,61190
50,171,65535,1839,65266,65416,77,61192
51,171,65533,1839,65272,65418,79,61189
52,169,1,1837,65270,65417,71,61190
53,171,3,1839,65266,65416,72,61193
54,172,0,1842,65269,65413,70,61188
55,170,1,1837,65265,65414,76,61194
56,172,0,1838,65268,65414,69,61191
57,172,0,1843,65268,65414,76,61192
58,170,0,1840,65267,65418,71,61193
59,173,2,1839,65266,65410,69,61189
60,170,0,1841,65264,65410,69,61191
61,171,65535,1842,65264,65412,70,61191
62,171,2,1837,65265,65408,71,61195
63,173,1,1838,65269,65413,73,61197
64,172,65533,1840,65271,65414,76,61195
65,173,0,1841,65263,65413,71,61192
66,171,4,1840,65264,65414,71,61190
67,173,1,1838,65268,65414,77,61190
68,169,1,1841,65268,65416,67,61191
69,169,1,1842,65265,65415,72,61191
70,171,1,1840,65263,65418,73,61188
71,171,2,1839,65264,65411,73,61188
72,176,65534,1846,65264,65413,76,61191
73,172,0,1838,65265,65412,70,61191
74,171,0,1838,65268,65414,77,61194
75,171,2,1841,65265,65414,71,61193
76,172,0,1842,65271,65414,77,61195
77,175,0,1842,65266,65418,76,61190
78,171,65534,1840,65261,65415,72,61191
79,174,65535,1838,65265,65414,73,61193
80,171,0,1838,65264,65412,74,61192
81,175,1,1836,65267,65414,74,61197
82,174,0,1839,65267,65418,75,61194
83,172,0,1838,65267,65414,71,61196
84,171,65535,1838,65264,65414,65,61191
85,173,65535,1838,65262,65416,68,61194
86,171,3,1838,65265,65412,70,61196
87,172,0,1837,65271,65416,75,61201
88,171,1,1839,65268,65412,69,61196
89,174,2,1839,65268,65412,68,61194
90,170,65535,1836,65269,65414,77,61195
91,173,1,1841,65269,65414,74,61192
92,174,65533,1838,65267,65417,75,61194
93,173,0,1839,65265,65415,73,61199
94,176,0,1836,65269,65409,71,61196
95,173,1,1838,65265,65411,71,61197
96,171,65535,1838,65264,65412,73,61195
97,171,65534,1839,65265,65413,74,61192
98,172,0,1837,65265,65415,70,61195
99,172,0,1839,65264,65417,73,61194
100,172,1,1839,65268,65411,73,61194
101,174,1,1837,65266,65417,70,61196
102,173,0,1838,65266,65412,73,61199
103,169,2,1842,65269,65407,74,61199
104,167,2,1834,65268,65410,74,61194
105,171,1,1839,65264,65411,67,61195
106,171,3,1840,65268,65420,69,61197
107,171,2,1839,65267,65412,69,61196
108,171,65535,1837,65268,65415,70,61201
109,171,2,1841,65269,65418,73,61200
110,170,0,1839,65268,65416,73,61197
111,172,65535,1837,65270,65417,72,61194
112,169,1,1840,65269,65418,69,61192
113,172,65535,1841,65264,65419,74,61191
114,170,65535,1839,65266,65409,74,61191
115,172,2,1842,65269,65413,71,61192
116,174,65535,1838,65263,65415,74,61191
117,174,1,1839,65263,65420,72,61190
118,174,65534,1839,65266,65413,70,61199
119,174,1,1836,65264,65417,73,61196
120,175,65535,1840,65271,65417,75,61198
121,171,65534,1838,65264,65413,77,61196
122,172,1,1840,65267,65412,72,61197
123,173,1,1842,65265,65413,72,61200
124,174,1,1840,65266,65413,73,61195
125,171,65532,1841,65269,65419,73,61197
126,172,65535,1840,65268,65415,71,61198
127,172,1,1837,65264,65416,72,61200
128,170,2,1837,65266,65416,72,61201
129,173,0,1839,65267,65416,73,61199
130,168,1,1839,65264,65409,69,61203
131,172,65534,1843,65264,65411,74,61201
132,174,2,1842,65266,65414,71,61202
133,173,1,1835,65266,65413,72,61202
134,173,2,1840,65265,65412,71,61199
135,170,65534,1841,65267,65415,77,61201
136,170,65535,1840,65263,65409,72,61197
137,171,0,1844,65265,65414,65,61197
138,173,0,1840,65265,65416,68,61200
139,170,65534,1842,65269,65417,71,61200
140,173,65533,1839,65268,65414,72,61201
141,172,65535,1839,65265,65412,73,61200
142,175,0,1840,65262,65416,75,61201
143,172,65534,1843,65264,65415,70,61201
144,169,65535,1839,65267,65422,74,61203
145,168,65533,1841,65266,65414,79,61203
146,172,65535,1841,65266,65412,81,61198
147,173,65533,1838,65266,65411,76,61200
148,173,65533,1840,65268,65414,76,61198
149,172,65533,1840,65265,65414,68,61197
150,172,65535,1839,65270,65414,72,61203
151,174,0,1838,65268,65415,75,61205
152,173,65535,1838,65267,65420,70,61202
153,172,1,1839,65269,65414,69,61203
154,171,2,1839,65266,65417,75,61199
155,170,1,1840,65268,65410,72,61198
156,173,1,1836,65271,65414,70,61197
157,173,1,1838,65267,65414,78,61202
158,171,0,1836,65265,65416,78,61202
159,172,65532,1838,65270,65411,75,61202
160,171,1,1842,65266,65414,68,61205
161,171,65535,1839,65265,65416,69,61199
162,170,0,1843,65268,65417,73,61201
163,173,1,1836,65269,65417,79,61200
164,173,3,1842,65270,65414,73,61200
