,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,173,65535,1837,65468,65505,18,61173
1,173,65535,1837,65468,65505,17,61172
2,173,65535,1838,65468,65505,17,61172
3,173,65535,1838,65468,65505,17,61173
4,174,65535,1838,65468,65505,17,61173
5,174,2,1837,65469,65505,18,61172
6,173,0,1836,65468,65506,18,61173
7,173,1,1838,65468,65506,17,61172
8,173,65535,1838,65468,65505,17,61171
9,173,65535,1837,65468,65505,17,61173
10,174,0,1839,65468,65504,17,61174
11,172,65534,1837,65468,65504,17,61172
12,171,1,1840,65468,65504,18,61173
13,172,1,1839,65468,65504,18,61175
14,171,0,1836,65468,65505,18,61170
15,171,1,1836,65468,65505,18,61174
16,172,2,1837,65468,65505,18,61173
17,173,1,1840,65468,65506,17,61172
18,171,0,1841,65468,65505,17,61172
19,169,0,1839,65468,65505,17,61174
20,172,3,1840,65468,65506,18,61171
21,172,2,1840,65468,65506,17,61170
22,170,2,1842,65468,65505,17,61171
23,174,3,1840,65468,65505,17,61171
24,172,0,1841,65468,65506,17,61174
25,171,65535,1840,65468,65505,18,61174
26,172,0,1839,65468,65504,17,61176
27,172,1,1837,65468,65505,18,61174
28,173,2,1835,65467,65505,17,61176
29,173,2,1836,65468,65505,17,61173
30,172,0,1840,65468,65505,17,61179
31,172,2,1841,65468,65505,18,61180
32,172,0,1840,65468,65505,18,61180
33,173,65535,1840,65468,65505,19,61180
34,173,2,1841,65469,65506,18,61178
35,174,1,1838,65468,65505,17,61177
36,173,0,1840,65469,65506,18,61178
37,173,65535,1837,65468,65506,17,61179
38,171,0,1839,65469,65505,18,61178
39,173,0,1838,65468,65505,17,61176
40,172,0,1839,65468,65505,17,61176
41,172,1,1841,65468,65505,17,61177
42,173,2,1839,65469,65505,18,61177
43,172,3,1838,65468,65505,18,61176
44,171,2,1838,65468,65506,17,61176
45,173,2,1839,65468,65504,18,61175
46,172,1,1838,65468,65505,17,61178
47,174,1,1839,65468,65505,17,61180
48,174,2,1838,65468,65505,17,61180
49,172,0,1838,65469,65506,17,61181
50,172,0,1838,65469,65506,17,61179
51,172,65535,1838,65469,65505,17,61180
52,172,1,1841,65469,65505,18,61181
53,172,1,1837,65469,65505,19,61181
54,174,2,1840,65468,65505,17,61178
55,171,1,1839,65468,65506,17,61178
56,172,1,1837,65468,65505,17,61179
57,171,2,1840,65468,65505,17,61180
58,172,2,1837,65468,65506,17,61181
59,172,0,1838,65468,65506,18,61182
60,172,0,1838,65468,65505,18,61178
61,171,1,1840,65468,65506,17,61180
62,171,1,1839,65468,65505,17,61178
63,171,1,1837,65468,65505,18,61175
64,171,0,1838,65468,65504,17,61178
65,172,65535,1839,65468,65505,18,61178
66,172,65534,1840,65468,65505,17,61181
67,171,1,1838,65469,65506,18,61185
68,174,1,1838,65469,65506,18,61183
69,172,1,1839,65468,65506,18,61181
70,173,2,1838,65468,65506,18,61183
71,173,1,1840,65468,65506,18,61184
72,173,1,1840,65469,65505,17,61184
73,172,1,1841,65468,65506,17,61180
74,171,1,1841,65468,65505,18,61181
75,172,0,1839,65468,65506,17,61182
76,174,1,1839,65468,65506,17,61182
77,172,0,1840,65468,65505,18,61182
78,172,65535,1841,65469,65505,18,61181
79,172,65535,1841,65468,65506,18,61180
80,173,1,1841,65468,65506,18,61177
81,171,0,1842,65467,65506,18,61179
82,172,65535,1841,65468,65505,17,61178
83,171,0,1835,65469,65506,18,61182
84,171,1,1836,65468,65505,19,61181
