,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,174,1,1841,65402,65476,37,61191
1,174,2,1842,65402,65475,37,61192
2,174,2,1842,65402,65475,37,61193
3,174,2,1842,65402,65475,37,61192
4,174,2,1841,65402,65475,37,61193
5,172,1,1839,65401,65475,35,61192
6,171,65535,1838,65401,65474,34,61191
7,172,0,1839,65402,65473,33,61191
8,172,0,1839,65400,65474,34,61191
9,172,0,1840,65401,65474,34,61187
10,171,65535,1844,65400,65475,35,61190
11,172,65535,1843,65402,65475,36,61194
12,172,65535,1841,65402,65474,37,61195
13,172,65534,1840,65402,65475,36,61194
14,172,0,1840,65401,65475,39,61197
15,171,2,1839,65403,65474,37,61194
16,173,1,1837,65401,65474,37,61196
17,172,1,1839,65401,65474,36,61197
18,174,0,1841,65401,65475,35,61198
19,173,65535,1842,65402,65477,34,61196
20,170,0,1842,65401,65475,36,61198
21,173,0,1841,65402,65474,36,61201
22,174,2,1841,65403,65474,36,61199
23,173,1,1840,65403,65473,35,61198
24,172,1,1839,65403,65474,36,61198
25,172,65535,1838,65402,65473,36,61198
26,172,2,1838,65402,65474,35,61199
27,173,0,1841,65402,65474,35,61202
28,173,2,1841,65402,65473,36,61203
29,173,1,1842,65401,65474,35,61200
30,172,65535,1840,65402,65473,37,61197
31,172,0,1836,65402,65475,37,61200
32,172,65535,1839,65400,65475,38,61201
33,171,0,1837,65401,65475,36,61198
34,170,65535,1839,65400,65476,34,61197
35,172,0,1839,65401,65476,34,61197
36,172,0,1841,65401,65476,35,61197
37,172,0,1839,65401,65474,34,61198
38,171,65534,1839,65401,65472,34,61198
39,173,65535,1840,65401,65473,35,61195
40,173,65534,1840,65402,65473,36,61196
41,172,0,1840,65401,65474,35,61197
42,173,0,1839,65401,65473,34,61198
43,170,0,1841,65400,65474,38,61196
44,170,1,1842,65400,65472,37,61198
45,172,1,1839,65400,65473,36,61199
46,173,1,1841,65400,65472,36,61200
47,173,1,1838,65400,65473,35,61202
48,173,2,1837,65401,65472,35,61200
49,172,0,1837,65400,65473,36,61196
50,171,0,1838,65401,65473,37,61197
51,171,1,1838,65402,65476,38,61198
52,170,1,1840,65402,65475,37,61199
53,171,1,1839,65401,65475,36,61199
54,174,0,1840,65401,65475,37,61201
55,174,0,1842,65402,65476,36,61200
56,173,1,1839,65401,65476,35,61198
57,174,2,1841,65402,65474,37,61198
58,172,0,1839,65401,65473,36,61200
59,173,0,1839,65401,65474,35,61204
60,172,1,1839,65402,65475,36,61202
61,173,1,1840,65401,65475,36,61201
62,174,65535,1839,65400,65472,37,61199
63,172,2,1840,65401,65473,37,61203
64,173,65535,1838,65401,65474,36,61202
65,174,65532,1839,65401,65472,38,61199
66,172,1,1836,65400,65474,36,61201
67,172,65535,1839,65401,65474,36,61197
68,173,0,1841,65403,65475,36,61200
69,173,1,1838,65404,65474,36,61201
70,173,1,1839,65401,65474,36,61200
71,172,1,1838,65400,65474,35,61197
72,171,1,1841,65400,65475,35,61197
73,173,65535,1840,65401,65474,35,61198
74,174,0,1842,65401,65474,35,61198
75,172,1,1839,65401,65475,37,61202
76,173,65535,1840,65401,65475,37,61203
77,174,2,1839,65402,65474,35,61202
