,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,49802,65326,64442,65268,65418,68,61041
1,49808,65314,64480,65266,65421,70,61039
2,49802,65324,64472,65267,65418,75,61039
3,49798,65334,64474,65267,65417,78,61040
4,49816,65330,64448,65265,65416,67,61044
5,49820,65324,64478,65268,65414,69,61041
6,49808,65336,64462,65269,65403,64,61044
7,49814,65330,64516,65268,65412,65,61043
8,49834,65328,64514,65265,65412,71,61039
9,49780,65328,64462,65270,65419,75,61048
10,49824,65328,64484,65266,65412,75,61044
11,49814,65320,64446,65261,65416,63,61043
12,49846,65336,64452,65263,65412,72,61048
13,49830,65344,64482,65260,65410,76,61040
14,49782,65334,64440,65261,65419,66,61046
15,49814,65362,64456,65268,65409,74,61047
16,49802,65352,64462,65268,65421,63,61052
17,49812,65366,64474,65259,65420,70,61048
18,49814,65310,64438,65265,65411,73,61048
19,49766,65334,64490,65258,65415,78,61051
20,49796,65290,64460,65263,65417,72,61048
21,49818,65332,64502,65263,65414,67,61043
22,49826,65344,64474,65272,65411,65,61042
23,49796,65322,64502,65268,65412,69,61051
24,49792,65336,64470,65262,65423,65,61045
25,49804,65344,64450,65262,65414,76,61045
26,49844,65354,64498,65267,65411,73,61043
27,49818,65324,64452,65271,65418,70,61048
28,49824,65318,64474,65270,65420,73,61048
29,49816,65324,64540,65266,65409,76,61049
30,49812,65314,64472,65265,65412,69,61047
31,49836,65334,64456,65269,65410,71,61049
32,49782,65340,64524,65261,65418,66,61057
33,49820,65306,64504,65266,65417,70,61051
34,49812,65300,64458,65269,65414,69,61053
35,49826,65288,64494,65272,65417,70,61046
36,49822,65320,64462,65261,65417,62,61048
37,49850,65326,64436,65262,65412,75,61055
38,49820,65346,64480,65261,65416,70,61056
39,49808,65322,64430,65265,65410,69,61053
40,49792,65336,64448,65263,65415,73,61050
41,49794,65314,64502,65260,65415,75,61052
42,49800,65318,64510,65266,65415,67,61053
43,49820,65330,64472,65263,65420,67,61050
44,49792,65332,64468,65268,65416,72,61046
45,49820,65340,64444,65269,65415,74,61054
46,49810,65314,64486,65263,65414,70,61059
47,49824,65348,64460,65264,65416,66,61051
48,49776,65350,64476,65267,65416,70,61051
49,49802,65308,64434,65265,65415,67,61047
50,49848,65340,64442,65260,65413,71,61052
51,49796,65344,64434,65261,65412,78,61050
52,49808,65356,64444,65265,65417,74,61052
53,49820,65332,64448,65265,65409,76,61051
54,49804,65320,64472,65268,65409,75,61056
55,49814,65340,64482,65268,65414,65,61054
56,49804,65332,64450,65265,65412,70,61053
57,49760,65328,64474,65267,65422,61,61056
58,49804,65326,64430,65269,65417,72,61046
59,49794,65320,64486,65268,65418,81,61051
60,49812,65326,64486,65261,65417,71,61055
61,49816,65346,64460,65268,65415,68,61051
62,49806,65332,64474,65259,65413,63,61050
63,49818,65352,64476,65268,65409,69,61053
64,49806,65310,64472,65266,65411,64,61058
65,49812,65316,64478,65267,65420,75,61054
66,49832,65322,64470,65264,65418,75,61049
67,49814,65316,64468,65268,65415,73,61054
68,49808,65312,64462,65265,65421,71,61050
69,49812,65312,64452,65270,65415,68,61050
70,49804,65296,64490,65268,65420,70,61056
71,49798,65328,64492,65267,65412,74,61057
72,49838,65350,64450,65264,65413,75,61061
73,49820,65306,64432,65265,65417,79,61057
74,49798,65302,64474,65261,65412,67,61053
75,49818,65326,64452,65269,65410,65,61051
76,49824,65334,64464,65266,65413,68,61045
77,49806,65338,64464,65267,65412,68,61053
78,49810,65326,64456,65261,65420,70,61048
79,49820,65350,64458,65263,65419,68,61055
80,49796,65320,64480,65268,65412,68,61050
81,49784,65346,64446,65259,65414,71,61058
82,49802,65330,64412,65265,65421,70,61060
83,49804,65326,64490,65260,65413,75,61052
84,49798,65338,64464,65268,65414,66,61055
85,49834,65308,64442,65259,65413,71,61048
86,49820,65316,64478,65270,65416,71,61054
87,49862,65344,64454,65269,65416,79,61050
88,49806,65350,64446,65261,65418,70,61053
89,49794,65318,64440,65265,65421,78,61058
90,49830,65306,64502,65259,65421,70,61052
91,49798,65304,64472,65266,65417,69,61057
92,49774,65314,64480,65270,65415,74,61054
93,49808,65322,64420,65263,65417,71,61053
94,49820,65294,64450,65264,65416,73,61050
95,49796,65318,64488,65268,65415,74,61052
96,49804,65332,64508,65268,65417,72,61053
97,49802,65324,64432,65263,65422,73,61055
98,49812,65346,64472,65264,65414,71,61059
99,49836,65344,64436,65265,65408,68,61057
