,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,57670,65430,65003,65266,65411,72,61024
1,57670,65431,65005,65265,65411,72,61024
2,57671,65433,65006,65265,65412,73,61022
3,57672,65431,65003,65265,65412,73,61022
4,57672,65427,65012,65266,65415,77,61022
5,57677,65433,65005,65267,65414,73,61024
6,57680,65430,64988,65265,65418,71,61025
7,57674,65430,65003,65263,65417,68,61026
8,57674,65429,65001,65267,65413,67,61027
9,57671,65432,65014,65267,65411,70,61031
10,57681,65435,64994,65265,65412,69,61030
11,57675,65424,65009,65264,65410,69,61028
12,57669,65428,65003,65261,65411,74,61029
13,57676,65437,65004,65265,65413,72,61030
14,57676,65428,65007,65264,65412,74,61028
15,57673,65430,65005,65264,65412,76,61031
16,57674,65432,65000,65264,65413,75,61035
17,57677,65429,65005,65263,65415,71,61032
18,57679,65432,65004,65264,65413,68,61035
19,57677,65435,65014,65266,65415,72,61036
20,57674,65437,65006,65264,65413,71,61036
21,57671,65442,65006,65265,65412,69,61029
22,57672,65431,64998,65265,65413,71,61032
23,57669,65430,64993,65264,65414,70,61032
24,57672,65433,64999,65263,65413,69,61034
25,57673,65428,65008,65265,65414,69,61035
26,57669,65432,65018,65263,65414,74,61032
27,57684,65429,65000,65264,65413,73,61029
28,57679,65427,64995,65261,65414,69,61032
29,57664,65426,65000,65263,65407,68,61032
30,57677,65434,64994,65265,65413,70,61031
31,57676,65433,65003,65265,65417,71,61032
32,57669,65433,65013,65266,65416,72,61034
33,57667,65422,65011,65266,65417,71,61034
34,57673,65429,65000,65269,65413,70,61034
35,57668,65424,65006,65265,65413,71,61033
36,57664,65421,65011,65264,65412,74,61033
37,57673,65434,65009,65264,65411,73,61034
38,57668,65439,65010,65267,65416,74,61035
39,57668,65434,64998,65265,65414,72,61032
40,57670,65430,65001,65266,65411,69,61032
41,57678,65435,65005,65269,65413,67,61033
42,57676,65435,65007,65268,65413,68,61037
43,57670,65442,65003,65265,65412,69,61034
44,57670,65439,65010,65266,65414,70,61035
45,57672,65437,65009,65265,65413,73,61037
46,57667,65437,65010,65266,65416,70,61038
47,57671,65431,64993,65265,65417,73,61039
48,57676,65427,65013,65266,65414,69,61040
49,57671,65430,64997,65265,65413,68,61037
50,57682,65428,64997,65263,65411,73,61037
51,57677,65432,65003,65263,65411,70,61033
52,57683,65432,65008,65263,65414,70,61036
53,57674,65430,65007,65264,65416,75,61036
54,57676,65432,64997,65263,65418,75,61035
55,57683,65439,65000,65266,65416,69,61033
56,57675,65441,65001,65264,65414,72,61035
57,57667,65438,65002,65266,65414,73,61034
58,57682,65437,65000,65268,65415,71,61035
59,57676,65435,65006,65266,65413,71,61036
60,57671,65428,65002,65263,65415,70,61038
61,57672,65435,64997,65266,65414,69,61040
62,57674,65435,64995,65265,65417,73,61035
63,57669,65437,65008,65265,65415,69,61035
64,57672,65429,65007,65266,65413,71,61039
65,57676,65431,65003,65268,65413,70,61038
66,57675,65434,64999,65266,65417,71,61040
67,57673,65429,64998,65263,65413,72,61039
68,57676,65435,65009,65266,65414,71,61041
69,57678,65428,65002,65266,65418,73,61040
70,57679,65428,64991,65263,65411,73,61039
71,57679,65440,64995,65267,65409,72,61038
72,57671,65434,64990,65266,65416,74,61039
73,57671,65432,64997,65264,65415,70,61039
74,57668,65437,65005,65263,65415,70,61039
75,57671,65433,64997,65265,65417,72,61039
76,57669,65430,64995,65266,65415,73,61040
77,57671,65433,65007,65267,65412,76,61037
78,57676,65432,65002,65262,65413,69,61035
79,57679,65436,64997,65267,65414,71,61033
80,57673,65439,65007,65263,65415,75,61036
81,57679,65432,64997,65264,65414,73,61036
82,57674,65425,65000,65266,65413,72,61034
83,57679,65425,65005,65265,65415,72,61038
84,57679,65431,65005,65266,65418,70,61038
85,57664,65426,65012,65264,65414,72,61039
86,57670,65425,65003,65265,65408,74,61040
87,57673,65445,64998,65266,65416,76,61037
88,57676,65430,65013,65265,65413,71,61036
89,57671,65434,64990,65266,65415,68,61037
90,57673,65441,64997,65264,65418,70,61040
91,57674,65430,65002,65266,65419,74,61042
92,57675,65445,64995,65261,65412,75,61039
93,57676,65439,65008,65260,65416,69,61039
94,57679,65435,65005,65261,65417,74,61038
95,57677,65432,65010,65262,65414,70,61036
96,57679,65434,65008,65265,65416,67,61037
97,57674,65430,65002,65266,65418,70,61041
98,57675,65432,65008,65263,65414,74,61042
99,57675,65433,65006,65264,65416,72,61043
