,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,57679,65430,65012,65266,65415,69,61048
1,57679,65428,65015,65265,65414,72,61049
2,57681,65428,65013,65266,65415,72,61049
3,57681,65430,65014,65268,65415,72,61049
4,57676,65430,65002,65266,65417,73,61047
5,57678,65430,65010,65266,65414,71,61049
6,57670,65426,65016,65267,65415,71,61046
7,57668,65433,65011,65264,65414,74,61050
8,57674,65429,65006,65267,65410,73,61052
9,57668,65432,65015,65268,65415,69,61051
10,57675,65429,65010,65268,65416,75,61050
11,57678,65433,65014,65263,65413,71,61051
12,57677,65439,65013,65265,65413,74,61052
13,57674,65431,65015,65265,65417,72,61055
14,57672,65434,65004,65267,65415,70,61056
15,57671,65433,65007,65265,65417,75,61054
16,57679,65432,65006,65268,65413,72,61055
17,57679,65441,65006,65266,65412,73,61057
18,57671,65438,65018,65265,65410,70,61056
19,57673,65425,65014,65265,65414,69,61056
20,57675,65428,65007,65264,65416,70,61054
21,57675,65433,65009,65264,65415,74,61055
22,57668,65436,65012,65264,65414,73,61058
23,57678,65434,65010,65264,65416,76,61061
24,57677,65432,65019,65266,65412,70,61057
25,57674,65434,65017,65268,65414,68,61057
26,57674,65431,65014,65264,65415,69,61057
27,57671,65432,65000,65265,65416,73,61057
28,57670,65423,65017,65262,65414,71,61053
29,57669,65432,65004,65265,65414,70,61057
30,57678,65429,65012,65264,65414,72,61055
31,57675,65433,65017,65264,65410,71,61053
32,57673,65423,65002,65265,65417,71,61055
33,57676,65431,65008,65266,65415,70,61057
34,57677,65429,65007,65264,65414,69,61055
35,57673,65425,65013,65264,65417,73,61056
36,57684,65433,65022,65265,65412,73,61058
37,57678,65428,65022,65265,65413,74,61056
38,57672,65427,65020,65263,65413,76,61056
39,57680,65427,65006,65265,65413,74,61057
40,57683,65418,64999,65263,65413,73,61058
41,57677,65431,65007,65268,65414,72,61060
42,57679,65439,65011,65266,65413,72,61062
43,57672,65424,65006,65264,65414,73,61061
44,57678,65426,65021,65267,65412,73,61060
45,57674,65434,65012,65266,65413,70,61059
46,57672,65429,65005,65265,65417,69,61058
47,57672,65434,65019,65266,65417,71,61057
48,57670,65432,65016,65266,65416,71,61058
49,57680,65435,65008,65264,65415,73,61058
50,57679,65428,65011,65264,65413,73,61057
51,57679,65432,65016,65265,65413,72,61060
52,57671,65437,65013,65264,65413,67,61059
53,57671,65433,65020,65264,65410,70,61059
54,57677,65428,65013,65263,65413,71,61061
55,57670,65430,65003,65263,65415,70,61058
56,57672,65428,64997,65264,65410,72,61061
57,57670,65433,64999,65263,65413,71,61057
58,57668,65431,65002,65264,65415,72,61059
59,57660,65433,65010,65263,65412,71,61058
60,57665,65424,65011,65264,65417,68,61059
61,57672,65427,65011,65263,65412,68,61055
62,57667,65426,65020,65265,65411,68,61059
63,57670,65430,65007,65266,65414,74,61057
64,57669,65433,65017,65264,65415,72,61059
65,57669,65435,65009,65263,65411,73,61058
66,57679,65430,65005,65263,65412,72,61062
67,57676,65428,65013,65264,65417,73,61059
68,57678,65437,65010,65264,65413,71,61058
69,57674,65428,65016,65263,65412,71,61060
70,57674,65437,65014,65263,65415,72,61060
71,57677,65436,65010,65265,65412,73,61058
72,57674,65434,65002,65264,65413,73,61059
73,57673,65431,65008,65264,65415,73,61059
74,57678,65435,65010,65268,65411,72,61063
75,57674,65432,65015,65266,65413,75,61060
76,57677,65430,65012,65268,65414,73,61059
77,57677,65432,65019,65265,65414,71,61055
78,57675,65431,65008,65266,65416,69,61060
79,57670,65437,64998,65266,65412,71,61062
80,57674,65427,65014,65265,65413,68,61063
81,57668,65425,65020,65264,65416,68,61061
82,57668,65428,65023,65261,65415,72,61059
83,57671,65431,65004,65263,65417,73,61062
84,57678,65430,65012,65269,65414,71,61062
85,57673,65430,65009,65267,65412,69,61062
86,57673,65433,65016,65266,65417,68,61059
87,57678,65422,65014,65265,65411,76,61056
88,57683,65431,65014,65266,65416,74,61061
89,57676,65430,65012,65265,65415,69,61059
90,57677,65431,65013,65264,65412,68,61062
91,57669,65435,65019,65265,65409,71,61060
92,57676,65434,65011,65265,65409,75,61062
93,57678,65429,65007,65265,65412,72,61060
94,57673,65441,65007,65265,65415,71,61062
95,57670,65438,65014,65266,65415,70,61061
96,57672,65425,65009,65265,65413,67,61063
97,57684,65431,65019,65266,65413,72,61068
98,57676,65435,65018,65261,65415,73,61062
99,57678,65445,65007,65265,65412,72,61062
