,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,49784,65386,64498,65260,65405,75,60990
1,49836,65322,64476,65274,65412,72,60994
2,49804,65294,64398,65279,65411,76,60997
3,49812,65342,64432,65275,65410,63,61001
4,49844,65350,64452,65267,65405,65,61000
5,49790,65356,64484,65255,65409,91,61004
6,49802,65400,64444,65264,65406,69,61005
7,49858,65270,64466,65263,65403,56,60995
8,49812,65360,64432,65259,65418,75,61000
9,49772,65322,64416,65265,65410,71,60998
10,49724,65312,64442,65268,65415,81,61002
11,49812,65342,64434,65264,65409,76,60993
12,49838,65342,64402,65260,65407,69,60995
13,49804,65286,64454,65269,65418,68,61001
14,49810,65312,64352,65263,65415,83,60998
15,49818,65334,64406,65265,65417,71,60996
16,49898,65338,64460,65268,65404,76,61002
17,49798,65346,64490,65258,65400,71,61001
18,49824,65326,64450,65267,65423,66,60997
19,49772,65346,64552,65274,65423,59,60988
20,49800,65384,64504,65272,65420,76,61007
21,49810,65356,64462,65264,65394,76,61009
22,49860,65390,64536,65265,65422,66,61010
23,49798,65356,64490,65266,65412,73,61010
24,49774,65266,64558,65270,65407,82,60996
25,49832,65336,64544,65257,65407,81,61013
26,49816,65380,64528,65275,65417,73,61008
27,49798,65380,64514,65261,65410,67,61005
28,49788,65264,64418,65254,65421,60,60996
29,49772,65396,64428,65264,65420,71,60993
30,49774,65262,64386,65267,65419,62,61001
31,49762,65322,64428,65262,65416,78,61004
32,49772,65346,64496,65264,65415,65,61005
33,49836,65304,64518,65260,65420,56,60999
34,49782,65380,64482,65264,65412,68,61007
35,49798,65420,64546,65265,65413,80,61017
36,49848,65344,64440,65265,65408,79,61000
37,49828,65336,64480,65266,65432,42,61010
38,49814,65318,64496,65268,65416,69,61001
39,49870,65310,64512,65268,65399,69,61002
40,49844,65394,64414,65261,65421,80,61001
41,49784,65320,64418,65264,65413,80,61013
42,49856,65320,64412,65266,65392,83,61007
43,49794,65358,64460,65279,65419,73,61015
44,49774,65288,64500,65262,65409,74,61006
45,49770,65286,64538,65267,65410,72,61007
46,49810,65292,64396,65266,65417,68,60997
47,49818,65340,64460,65260,65417,66,61004
48,49900,65278,64400,65264,65427,79,61016
49,49886,65336,64456,65263,65412,81,61001
50,49762,65322,64504,65269,65424,67,60998
51,49756,65312,64510,65261,65415,71,61007
52,49748,65286,64452,65274,65421,70,61002
53,49744,65346,64388,65277,65412,64,61000
54,49798,65372,64476,65260,65425,66,61000
55,49804,65318,64426,65265,65410,81,61004
56,49814,65304,64444,65271,65415,70,61003
57,49800,65336,64440,65272,65428,74,60998
58,49846,65348,64512,65263,65415,75,61006
59,49770,65312,64410,65273,65405,59,60998
60,49806,65348,64364,65262,65407,64,61014
61,49764,65330,64442,65264,65423,75,61008
62,49840,65320,64548,65264,65408,73,61015
63,49794,65304,64472,65261,65422,79,61003
64,49778,65298,64422,65260,65413,60,61017
65,49824,65330,64478,65271,65414,81,61004
66,49840,65322,64522,65273,65415,74,60992
67,49808,65334,64506,65256,65402,84,61001
68,49796,65290,64424,65258,65418,76,61007
69,49848,65324,64512,65266,65420,70,61014
70,49766,65384,64482,65260,65405,72,61003
71,49740,65336,64428,65277,65416,74,61017
72,49856,65312,64436,65267,65402,73,61006
73,49766,65330,64420,65265,65420,64,61004
74,49792,65370,64452,65257,65423,74,61014
75,49802,65290,64484,65261,65412,71,61006
76,49810,65308,64504,65268,65412,81,61004
77,49796,65336,64518,65275,65408,76,61014
78,49834,65290,64508,65263,65403,56,60998
79,49818,65352,64370,65262,65417,70,60999
80,49826,65374,64466,65267,65409,73,61002
81,49794,65370,64418,65253,65412,80,61006
82,49820,65338,64458,65269,65418,78,61007
83,49786,65278,64462,65268,65421,76,61012
84,49806,65306,64494,65262,65405,69,61008
85,49792,65314,64460,65263,65401,70,61004
86,49812,65314,64476,65257,65424,74,61008
87,49828,65294,64402,65258,65412,68,60998
88,49800,65332,64474,65278,65431,73,61013
89,49756,65376,64444,65261,65406,72,61017
90,49858,65334,64498,65259,65418,69,61006
91,49798,65356,64486,65268,65423,75,61001
92,49816,65326,64508,65265,65420,65,61004
93,49790,65298,64432,65271,65414,80,61009
94,49714,65364,64474,65260,65413,72,61017
95,49794,65414,64526,65268,65418,78,61019
96,49822,65274,64422,65268,65419,80,60994
97,49858,65308,64474,65265,65412,78,61011
98,49792,65346,64524,65258,65415,78,61005
99,49780,65348,64472,65267,65421,69,61008
