,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,49794,65314,64492,65269,65413,65,61016
1,49794,65280,64476,65264,65415,62,61015
2,49796,65298,64488,65268,65421,61,61011
3,49810,65340,64458,65271,65416,54,61013
4,49750,65304,64458,65260,65408,70,61009
5,49818,65336,64496,65261,65415,85,61018
6,49798,65336,64488,65262,65410,79,61011
7,49848,65336,64408,65261,65408,65,61014
8,49794,65316,64502,65269,65404,69,61011
9,49832,65298,64520,65263,65425,73,61013
10,49804,65340,64472,65261,65409,64,61014
11,49782,65346,64458,65270,65415,64,61017
12,49818,65308,64504,65265,65419,87,61018
13,49812,65374,64530,65266,65411,82,61018
14,49836,65310,64504,65264,65413,69,61016
15,49806,65360,64470,65263,65417,74,61014
16,49866,65326,64554,65262,65407,71,61018
17,49762,65346,64462,65263,65417,57,61013
18,49788,65326,64474,65273,65409,78,61022
19,49854,65340,64454,65268,65408,72,61020
20,49780,65334,64490,65269,65412,57,61021
21,49826,65328,64472,65266,65412,68,61019
22,49830,65288,64430,65268,65422,66,61025
23,49884,65358,64454,65257,65417,70,61020
24,49802,65372,64484,65260,65414,72,61016
25,49842,65320,64444,65259,65408,72,61017
26,49856,65282,64504,65262,65407,67,61024
27,49798,65310,64506,65269,65405,72,61028
28,49796,65370,64488,65261,65416,67,61025
29,49782,65300,64480,65269,65415,69,61023
30,49818,65296,64404,65261,65414,67,61023
31,49802,65354,64496,65264,65415,74,61013
32,49824,65304,64544,65267,65416,86,61016
33,49816,65310,64450,65272,65412,75,61014
34,49808,65328,64448,65266,65409,63,61022
35,49828,65360,64476,65272,65422,76,61028
36,49826,65332,64506,65262,65408,63,61025
37,49840,65322,64440,65263,65423,58,61025
38,49804,65340,64470,65268,65413,77,61023
39,49764,65310,64526,65265,65421,75,61032
40,49808,65348,64402,65251,65407,67,61035
41,49848,65342,64480,65264,65428,64,61023
42,49846,65336,64496,65261,65404,76,61031
43,49800,65316,64470,65257,65410,66,61026
44,49812,65302,64478,65265,65415,77,61029
45,49808,65342,64434,65269,65414,57,61024
46,49814,65334,64486,65257,65415,73,61030
47,49784,65290,64468,65256,65409,59,61026
48,49840,65316,64500,65263,65421,73,61029
49,49808,65318,64478,65264,65420,68,61027
50,49808,65338,64446,65262,65411,70,61032
51,49854,65294,64530,65266,65409,65,61025
52,49796,65314,64514,65261,65414,74,61031
53,49826,65334,64436,65266,65419,74,61034
54,49842,65328,64446,65267,65408,75,61026
55,49794,65336,64494,65261,65417,65,61029
56,49800,65302,64484,65263,65413,74,61029
57,49812,65376,64450,65261,65409,71,61022
58,49802,65268,64406,65271,65414,67,61031
59,49822,65296,64496,65276,65420,74,61031
60,49794,65314,64400,65259,65409,58,61023
61,49824,65366,64444,65271,65408,72,61027
62,49800,65314,64492,65260,65404,64,61033
63,49820,65358,64452,65258,65419,64,61029
64,49790,65296,64464,65266,65414,72,61024
65,49826,65304,64426,65257,65409,71,61029
66,49864,65318,64470,65262,65416,71,61030
67,49832,65352,64502,65269,65397,86,61029
68,49844,65362,64398,65267,65415,73,61032
69,49796,65374,64500,65262,65406,77,61037
70,49844,65386,64454,65258,65407,69,61029
71,49820,65350,64428,65264,65408,62,61040
72,49808,65310,64500,65266,65419,76,61036
73,49790,65316,64488,65264,65409,67,61033
74,49782,65364,64520,65266,65419,70,61031
75,49836,65324,64474,65271,65421,68,61030
76,49836,65296,64526,65261,65410,69,61037
77,49792,65320,64450,65262,65411,69,61035
78,49804,65366,64514,65265,65408,71,61019
79,49830,65292,64534,65265,65417,56,61038
80,49796,65334,64472,65261,65410,76,61032
81,49852,65306,64454,65264,65416,64,61036
82,49798,65330,64492,65267,65421,72,61038
83,49820,65312,64520,65255,65414,79,61032
84,49860,65348,64498,65265,65413,75,61037
85,49816,65312,64516,65265,65412,78,61034
86,49790,65282,64420,65259,65412,70,61034
87,49824,65326,64510,65271,65405,72,61035
88,49768,65302,64520,65266,65406,62,61028
89,49828,65270,64438,65259,65419,78,61024
90,49808,65326,64544,65266,65408,69,61025
91,49850,65334,64442,65263,65410,69,61029
92,49830,65316,64446,65267,65415,78,61027
93,49824,65308,64474,65267,65410,75,61022
94,49774,65318,64488,65273,65420,72,61026
95,49798,65276,64458,65264,65411,75,61027
96,49756,65296,64434,65269,65404,79,61040
97,49856,65318,64462,65270,65419,83,61028
98,49836,65344,64466,65271,65407,66,61035
99,49820,65250,64456,65262,65421,59,61026
