,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,49854,65320,64484,65265,65417,79,60995
1,49806,65324,64486,65261,65419,76,60988
2,49804,65254,64564,65265,65419,71,60979
3,49836,65358,64544,65271,65427,57,60972
4,49852,65322,64388,65258,65416,89,60980
5,49800,65202,64410,65241,65411,70,60988
6,49826,65338,64614,65266,65395,84,60981
7,49802,65320,64418,65260,65419,70,60985
8,49834,65354,64496,65259,65409,65,60987
9,49862,65382,64474,65275,65410,84,60987
10,49676,65308,64456,65273,65417,76,60983
11,49746,65302,64466,65259,65410,65,60980
12,49836,65300,64472,65254,65418,79,60987
13,49798,65336,64536,65267,65420,60,60984
14,49810,65340,64414,65267,65420,86,60990
15,49878,65326,64488,65273,65434,79,60986
16,49884,65262,64530,65270,65431,80,60982
17,49814,65328,64476,65258,65412,73,60995
18,49742,65382,64476,65262,65404,93,60996
19,49812,65332,64396,65256,65401,70,60982
20,49866,65398,64418,65247,65405,63,60992
21,49860,65364,64462,65272,65429,66,61005
22,49770,65394,64562,65262,65405,71,60992
23,49874,65296,64478,65272,65402,68,61010
24,49804,65272,64582,65264,65393,40,61008
25,49760,65322,64416,65254,65417,63,61001
26,49798,65340,64514,65264,65418,57,60999
27,49752,65384,64422,65271,65408,78,60996
28,49836,65316,64492,65265,65401,65,61004
29,49850,65328,64390,65273,65417,67,60987
30,49872,65390,64402,65266,65425,77,60989
31,49872,65414,64474,65257,65419,69,60990
32,49834,65326,64564,65267,65436,63,61002
33,49818,65314,64436,65267,65428,74,60997
34,49828,65368,64556,65259,65408,83,61008
35,49792,65264,64366,65262,65402,67,60999
36,49790,65296,64476,65254,65417,73,60983
37,49826,65372,64454,65264,65407,80,60998
38,49758,65296,64514,65269,65413,66,60989
39,49772,65334,64406,65266,65403,66,60999
40,49790,65304,64476,65269,65422,56,61005
41,49862,65388,64472,65249,65430,73,61004
42,49786,65332,64444,65256,65402,90,61002
43,49786,65412,64568,65252,65396,74,60995
44,49846,65308,64412,65254,65423,80,61008
45,49874,65266,64492,65265,65414,81,61013
46,49826,65250,64458,65264,65413,64,60990
47,49762,65262,64366,65256,65404,59,61007
48,49828,65332,64454,65269,65398,71,61009
49,49818,65376,64448,65263,65409,83,60991
50,49798,65330,64500,65269,65413,82,60993
51,49800,65280,64418,65271,65423,65,60987
52,49874,65310,64422,65284,65422,75,60989
53,49800,65356,64470,65253,65402,58,60997
54,49760,65322,64444,65266,65431,72,61004
55,49760,65380,64602,65254,65413,72,61003
56,49816,65324,64476,65262,65413,80,61005
57,49834,65322,64472,65277,65425,62,60989
58,49790,65288,64458,65257,65427,84,60996
59,49790,65304,64422,65259,65419,75,61010
60,49830,65222,64284,65265,65406,66,60995
61,49784,65356,64510,65271,65429,87,60996
62,49824,65346,64498,65275,65414,82,60996
63,49846,65396,64400,65267,65422,55,60999
64,49804,65330,64370,65265,65421,61,61010
65,49838,65330,64450,65254,65421,70,61010
66,49846,65276,64542,65261,65412,77,60999
67,49864,65286,64454,65253,65430,69,61018
68,49794,65356,64424,65280,65408,62,60988
69,49878,65318,64518,65270,65423,66,61010
70,49852,65370,64546,65267,65412,67,61007
71,49882,65376,64592,65270,65418,67,61007
72,49804,65360,64530,65258,65411,87,61004
73,49786,65346,64442,65269,65425,85,61012
74,49862,65374,64412,65275,65410,60,61003
75,49810,65296,64484,65266,65418,71,60991
76,49862,65308,64502,65267,65417,65,61007
77,49676,65430,64404,65266,65406,72,61009
78,49834,65276,64442,65269,65419,74,61017
79,49842,65378,64590,65245,65407,83,61005
80,49788,65350,64484,65268,65406,84,61008
81,49806,65312,64528,65257,65416,73,60991
82,49858,65318,64384,65278,65386,72,61007
83,49770,65318,64528,65263,65413,68,61000
84,49876,65290,64424,65272,65392,68,61006
85,49816,65294,64444,65253,65388,82,61019
86,49796,65280,64558,65269,65414,63,60989
87,49808,65324,64498,65261,65421,76,61011
88,49768,65384,64520,65265,65404,67,61014
89,49756,65334,64428,65244,65416,71,61008
90,49802,65362,64522,65258,65414,67,61017
91,49850,65374,64442,65280,65394,54,61000
92,49858,65336,64386,65268,65419,60,60993
93,49860,65302,64526,65269,65415,76,61004
94,49828,65338,64532,65260,65410,85,61015
95,49836,65310,64434,65265,65427,76,61015
96,49758,65316,64346,65266,65407,81,61011
97,49768,65416,64424,65264,65406,47,60997
98,49820,65266,64474,65270,65431,54,61015
99,49806,65418,64454,65256,65416,69,61004
