,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,63572,65509,65406,65261,65415,70,61025
1,63572,65509,65404,65261,65414,70,61023
2,63573,65509,65405,65261,65412,71,61023
3,63573,65509,65406,65261,65410,71,61023
4,63569,65509,65400,65261,65415,75,61020
5,63570,65507,65402,65264,65414,74,61024
6,63569,65507,65406,65263,65415,71,61024
7,63568,65509,65404,65268,65414,72,61026
8,63568,65509,65406,65265,65422,71,61023
9,63571,65510,65404,65265,65410,71,61024
10,63571,65510,65401,65267,65414,69,61017
11,63569,65509,65404,65267,65416,71,61025
12,63572,65509,65405,65265,65415,68,61024
13,63570,65512,65404,65265,65410,70,61026
14,63572,65507,65404,65264,65415,70,61027
15,63567,65511,65405,65262,65416,76,61026
16,63571,65513,65403,65265,65416,73,61021
17,63572,65507,65403,65266,65410,70,61023
18,63571,65510,65404,65261,65416,70,61025
19,63570,65510,65404,65265,65421,69,61026
20,63568,65511,65401,65267,65412,73,61027
21,63569,65514,65405,65269,65414,72,61021
22,63568,65510,65406,65270,65416,71,61027
23,63569,65509,65404,65264,65411,73,61030
24,63570,65508,65405,65263,65414,72,61027
25,63570,65509,65405,65265,65415,69,61026
26,63570,65507,65404,65264,65417,68,61027
27,63568,65510,65407,65263,65414,74,61024
28,63570,65510,65400,65268,65415,70,61026
29,63569,65511,65406,65263,65416,72,61025
30,63567,65507,65404,65265,65414,71,61027
31,63571,65510,65407,65267,65418,66,61024
32,63569,65508,65405,65265,65410,67,61026
33,63570,65506,65404,65264,65408,68,61025
34,63571,65508,65404,65271,65420,75,61028
35,63570,65507,65405,65263,65416,72,61028
36,63570,65508,65405,65269,65419,77,61029
37,63569,65512,65403,65264,65418,72,61027
38,63569,65509,65403,65267,65414,70,61028
39,63569,65507,65405,65266,65411,77,61029
40,63569,65508,65401,65264,65415,71,61033
41,63569,65511,65399,65259,65417,74,61030
42,63568,65511,65404,65267,65411,75,61031
43,63570,65509,65406,65265,65416,71,61025
44,63571,65509,65403,65269,65414,77,61029
45,63568,65511,65405,65266,65416,68,61027
46,63569,65506,65402,65266,65413,75,61030
47,63570,65509,65403,65265,65417,75,61030
48,63569,65511,65406,65266,65414,66,61032
49,63570,65511,65403,65264,65413,70,61027
50,63569,65507,65404,65270,65420,67,61026
51,63568,65509,65400,65264,65414,67,61030
52,63571,65509,65400,65263,65413,68,61030
53,63570,65510,65400,65265,65415,70,61030
54,63570,65509,65406,65267,65416,74,61032
55,63569,65509,65406,65268,65416,70,61026
56,63569,65507,65404,65265,65414,74,61028
57,63570,65509,65407,65265,65413,73,61030
58,63572,65510,65406,65260,65412,71,61033
59,63572,65509,65406,65263,65414,67,61031
60,63571,65510,65402,65266,65416,69,61034
61,63572,65509,65406,65264,65414,69,61033
62,63571,65509,65404,65263,65415,67,61030
63,63571,65508,65404,65265,65412,68,61028
64,63571,65509,65404,65265,65413,71,61030
65,63573,65508,65403,65266,65414,74,61034
66,63569,65508,65400,65267,65419,78,61030
67,63571,65508,65405,65266,65418,71,61034
68,63571,65508,65402,65265,65412,72,61032
69,63569,65509,65402,65263,65412,69,61032
70,63573,65510,65407,65267,65416,76,61028
71,63568,65508,65407,65263,65417,76,61028
72,63568,65511,65404,65268,65418,70,61030
73,63572,65506,65406,65269,65420,70,61032
74,63570,65508,65400,65264,65414,75,61036
75,63568,65508,65401,65264,65414,72,61035
76,63570,65509,65405,65262,65411,73,61029
77,63568,65509,65403,65267,65420,68,61032
78,63570,65509,65400,65263,65413,81,61030
79,63570,65508,65403,65270,65416,68,61032
80,63571,65511,65400,65263,65417,69,61032
81,63569,65508,65402,65265,65414,74,61036
82,63568,65508,65405,65263,65419,74,61030
83,63569,65509,65403,65266,65415,73,61030
84,63569,65508,65402,65263,65416,75,61031
85,63571,65512,65404,65264,65416,68,61029
86,63568,65511,65408,65265,65417,69,61033
87,63569,65509,65404,65267,65415,72,61027
88,63567,65508,65400,65265,65417,73,61033
89,63569,65507,65409,65265,65418,72,61030
90,63569,65511,65405,65263,65413,71,61030
91,63569,65512,65404,65266,65413,69,61032
92,63570,65508,65400,65268,65418,74,61029
93,63571,65508,65405,65268,65414,70,61034
94,63568,65511,65402,65265,65418,74,61029
95,63571,65511,65402,65263,65418,74,61031
96,63571,65509,65399,65261,65420,70,61030
97,63571,65511,65404,65266,65411,76,61032
98,63570,65507,65405,65269,65415,71,61032
99,63570,65511,65403,65266,65417,74,61030
