,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,63570,65512,65401,65266,65412,74,61061
1,63570,65512,65401,65268,65412,75,61061
2,63571,65511,65401,65268,65413,76,61061
3,63571,65511,65401,65267,65414,76,61060
4,63572,65510,65404,65266,65412,72,61062
5,63569,65508,65400,65266,65416,69,61062
6,63571,65509,65402,65266,65416,69,61065
7,63571,65509,65403,65267,65415,74,61069
8,63570,65509,65403,65265,65413,72,61067
9,63570,65509,65404,65263,65413,72,61065
10,63570,65511,65405,65266,65414,73,61069
11,63571,65509,65402,65267,65414,69,61067
12,63570,65510,65402,65264,65414,69,61068
13,63570,65510,65402,65261,65413,70,61067
14,63571,65510,65403,65264,65414,71,61069
15,63571,65510,65402,65263,65418,74,61069
16,63571,65511,65402,65264,65414,75,61071
17,63570,65510,65404,65264,65413,70,61071
18,63572,65511,65400,65264,65414,71,61069
19,63572,65511,65403,65266,65414,69,61070
20,63569,65509,65403,65264,65417,74,61071
21,63568,65508,65403,65263,65414,72,61071
22,63568,65508,65401,65265,65417,70,61072
23,63566,65511,65402,65263,65417,68,61074
24,63571,65512,65405,65267,65416,69,61073
25,63570,65510,65403,65265,65417,72,61072
26,63571,65511,65403,65265,65418,75,61075
27,63570,65509,65401,65263,65418,75,61072
28,63572,65509,65402,65265,65417,72,61073
29,63570,65512,65403,65266,65415,73,61074
30,63572,65509,65403,65265,65415,76,61077
31,63572,65511,65406,65266,65420,72,61075
32,63572,65510,65403,65266,65415,72,61074
33,63571,65509,65406,65264,65415,67,61075
34,63571,65510,65403,65263,65417,68,61074
35,63569,65509,65403,65263,65414,70,61078
36,63569,65508,65405,65264,65414,76,61080
37,63567,65510,65407,65265,65414,74,61076
38,63571,65510,65404,65264,65417,71,61080
39,63570,65508,65405,65265,65417,73,61076
40,63569,65511,65404,65266,65413,72,61076
41,63568,65510,65405,65264,65416,74,61076
42,63569,65509,65405,65265,65417,73,61078
43,63571,65509,65405,65266,65413,73,61079
44,63569,65509,65403,65266,65416,71,61082
45,63568,65510,65404,65262,65418,70,61079
46,63568,65508,65404,65265,65415,73,61081
47,63570,65509,65403,65265,65417,70,61079
48,63570,65510,65404,65267,65420,77,61078
49,63571,65509,65402,65265,65417,74,61080
50,63570,65509,65401,65266,65413,75,61080
51,63569,65510,65402,65264,65414,74,61081
52,63568,65509,65401,65266,65412,73,61080
53,63571,65512,65407,65266,65409,73,61079
54,63571,65512,65406,65266,65412,70,61079
55,63571,65511,65404,65266,65416,68,61080
56,63570,65510,65404,65265,65414,69,61082
57,63569,65509,65405,65265,65416,67,61082
58,63570,65511,65404,65263,65414,71,61080
59,63571,65509,65403,65262,65415,71,61080
60,63571,65510,65403,65263,65415,70,61081
61,63568,65508,65403,65264,65413,70,61079
62,63569,65508,65403,65265,65414,71,61083
63,63570,65510,65406,65266,65414,75,61082
64,63568,65510,65403,65263,65412,75,61083
65,63570,65509,65402,65266,65413,73,61084
66,63570,65513,65403,65267,65409,72,61082
67,63570,65509,65406,65266,65411,71,61081
68,63569,65509,65403,65266,65416,71,61081
69,63571,65510,65404,65264,65416,72,61078
70,63570,65511,65402,65266,65413,74,61081
71,63570,65511,65402,65266,65410,74,61082
72,63572,65510,65404,65266,65413,75,61080
73,63571,65511,65403,65265,65418,71,61081
74,63571,65511,65402,65264,65416,70,61079
75,63571,65510,65403,65265,65415,67,61079
76,63570,65509,65405,65265,65414,74,61079
77,63569,65510,65403,65264,65415,73,61081
78,63569,65510,65403,65266,65418,74,61081
79,63569,65509,65402,65265,65415,73,61082
80,63569,65509,65405,65265,65411,71,61083
81,63571,65509,65403,65263,65415,71,61081
82,63568,65511,65402,65262,65416,70,61082
83,63570,65510,65404,65265,65416,70,61079
84,63570,65511,65403,65264,65416,72,61081
85,63569,65509,65404,65263,65418,71,61082
86,63570,65510,65404,65263,65418,74,61081
87,63571,65509,65404,65265,65416,71,61082
88,63570,65510,65403,65266,65412,70,61084
89,63570,65508,65404,65265,65414,68,61084
90,63569,65509,65402,65263,65414,71,61082
91,63569,65508,65403,65262,65415,74,61082
92,63571,65511,65402,65263,65417,74,61081
93,63570,65508,65401,65265,65417,73,61079
94,63571,65510,65403,65262,65416,73,61081
95,63573,65510,65403,65264,65416,73,61080
96,63569,65509,65402,65264,65414,75,61082
97,63571,65509,65403,65265,65417,72,61083
98,63572,65509,65403,65265,65417,72,61081
99,63571,65510,65401,65263,65418,72,61085
