,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,57676,65429,65013,65264,65417,65,60989
1,57680,65429,65010,65263,65414,64,60987
2,57680,65427,65010,65264,65414,64,60989
3,57682,65426,65011,65263,65415,64,60991
4,57674,65429,65019,65265,65417,65,60991
5,57681,65438,65006,65264,65410,74,60987
6,57670,65442,65007,65268,65411,72,60988
7,57674,65433,65016,65266,65415,73,60989
8,57682,65436,65016,65265,65409,75,60994
9,57675,65426,65008,65265,65412,70,60993
10,57670,65442,65009,65263,65414,68,60996
11,57663,65438,65007,65264,65412,69,60994
12,57670,65436,64998,65265,65412,71,60995
13,57673,65443,64994,65262,65416,69,60997
14,57678,65437,65010,65266,65414,74,60996
15,57667,65431,65008,65263,65414,69,60996
16,57670,65436,65009,65265,65411,75,60997
17,57666,65425,65004,65263,65411,67,60995
18,57672,65433,65004,65261,65416,70,60995
19,57676,65419,65014,65266,65418,63,61002
20,57672,65434,64999,65264,65410,72,61001
21,57678,65435,65023,65265,65414,70,60996
22,57678,65437,65016,65264,65419,70,60993
23,57676,65438,65011,65265,65412,66,61003
24,57683,65442,65005,65266,65414,69,61000
25,57676,65432,65010,65262,65412,71,60998
26,57664,65440,65013,65263,65411,69,61000
27,57683,65419,65030,65264,65407,71,61000
28,57662,65428,65003,65265,65417,70,60996
29,57669,65430,65000,65267,65413,71,60997
30,57669,65435,64997,65265,65408,72,60997
31,57675,65430,65015,65268,65414,79,60995
32,57678,65431,65023,65264,65406,73,60998
33,57678,65434,65025,65269,65415,76,60997
34,57676,65436,65003,65265,65417,73,60999
35,57677,65432,65001,65269,65412,67,61003
36,57685,65430,65007,65265,65409,68,60996
37,57662,65433,65003,65261,65413,70,60996
38,57663,65433,65012,65269,65412,71,61001
39,57678,65437,65012,65264,65412,73,60995
40,57686,65426,65016,65264,65409,76,60999
41,57675,65431,65016,65265,65413,71,61002
42,57678,65438,65009,65262,65421,74,61003
43,57667,65431,65007,65265,65411,68,61000
44,57677,65435,65007,65262,65416,67,61000
45,57685,65437,65010,65266,65412,72,60997
46,57683,65431,65008,65263,65415,67,61001
47,57676,65440,65027,65265,65415,70,61000
48,57677,65429,65019,65263,65415,71,61004
49,57677,65436,65024,65268,65412,72,60999
50,57674,65427,65003,65267,65412,69,61001
51,57663,65428,65013,65265,65415,71,61002
52,57676,65431,65014,65264,65412,71,61002
53,57679,65432,65005,65263,65414,70,60999
54,57668,65426,65010,65265,65410,73,60999
55,57679,65429,65006,65266,65414,72,61001
56,57666,65435,65006,65267,65412,78,61005
57,57677,65426,65014,65268,65413,72,61002
58,57683,65444,65015,65266,65412,73,60997
59,57677,65434,65022,65261,65415,67,61002
60,57676,65435,65017,65267,65413,73,61005
61,57672,65427,65005,65266,65415,73,61003
62,57680,65441,65008,65267,65415,70,61005
63,57677,65436,65014,65265,65416,70,60999
64,57671,65431,64999,65265,65415,71,61003
65,57670,65422,65000,65262,65418,69,61005
66,57666,65427,65013,65264,65412,73,61004
67,57679,65445,65015,65265,65415,70,61004
68,57667,65428,65019,65263,65416,70,61000
69,57674,65425,65015,65264,65412,70,61002
70,57678,65428,65015,65264,65417,74,61005
71,57672,65419,65012,65267,65416,74,61004
72,57669,65429,65009,65269,65414,72,61001
73,57668,65431,65004,65267,65412,81,61006
74,57683,65423,65007,65266,65413,67,61002
75,57668,65433,65002,65266,65411,75,61004
76,57685,65428,65009,65265,65415,76,61003
77,57681,65441,65025,65260,65413,66,61002
78,57666,65443,64993,65263,65412,71,61000
79,57674,65429,65019,65263,65416,69,61002
80,57667,65434,65001,65267,65415,71,61010
81,57671,65445,65015,65263,65416,70,61003
82,57676,65419,65005,65262,65417,71,61002
83,57676,65421,64998,65263,65413,68,61001
84,57676,65431,65004,65265,65415,70,61000
85,57676,65422,65009,65261,65418,68,61006
86,57680,65432,65012,65267,65416,74,61007
87,57679,65433,65002,65268,65409,73,61003
88,57678,65426,65012,65267,65415,75,61008
89,57667,65431,65014,65263,65408,69,61002
90,57678,65435,65016,65263,65413,67,61003
91,57672,65431,65009,65267,65411,68,61009
92,57659,65432,65024,65263,65415,75,61005
93,57677,65434,65020,65264,65416,70,61003
94,57673,65433,65006,65261,65416,72,61006
95,57681,65426,65006,65264,65412,71,61008
96,57668,65426,65012,65268,65413,66,61007
97,57670,65441,65006,65263,65418,68,61004
98,57671,65429,65020,65262,65418,69,61007
99,57679,65430,65013,65263,65412,66,61003
