,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,61605,65485,65275,65265,65411,67,61061
1,61606,65484,65274,65265,65411,68,61060
2,61604,65483,65273,65264,65411,67,61061
3,61602,65483,65273,65264,65411,68,61060
4,61603,65486,65273,65264,65410,70,61061
5,61604,65483,65274,65266,65411,73,61062
6,61605,65483,65276,65265,65413,73,61060
7,61607,65484,65277,65267,65413,72,61061
8,61606,65484,65271,65263,65414,72,61063
9,61607,65487,65273,65263,65416,69,61066
10,61605,65484,65271,65265,65417,72,61065
11,61607,65482,65277,65266,65413,70,61066
12,61610,65485,65271,65264,65415,69,61066
13,61604,65485,65271,65266,65416,68,61063
14,61603,65487,65277,65263,65415,70,61066
15,61602,65483,65275,65264,65412,71,61066
16,61606,65483,65272,65263,65413,74,61067
17,61605,65485,65277,65263,65412,69,61066
18,61606,65490,65272,65262,65416,71,61066
19,61604,65484,65276,65264,65414,73,61067
20,61607,65487,65273,65264,65412,69,61071
21,61605,65483,65274,65263,65412,72,61069
22,61606,65484,65274,65264,65413,76,61068
23,61603,65483,65270,65264,65413,74,61065
24,61605,65485,65271,65264,65414,72,61067
25,61604,65485,65272,65265,65414,70,61067
26,61603,65489,65272,65267,65415,71,61066
27,61608,65485,65274,65267,65416,75,61068
28,61610,65485,65273,65265,65415,74,61071
29,61606,65484,65268,65267,65414,73,61071
30,61605,65482,65271,65264,65414,72,61069
31,61605,65480,65268,65264,65413,69,61068
32,61604,65480,65273,65267,65413,74,61070
33,61605,65483,65271,65266,65413,71,61068
34,61605,65484,65273,65265,65416,72,61067
35,61607,65482,65269,65267,65416,72,61068
36,61601,65480,65270,65267,65412,69,61069
37,61609,65481,65273,65266,65417,71,61068
38,61606,65480,65271,65267,65413,67,61071
39,61603,65481,65270,65266,65414,67,61069
40,61602,65484,65268,65266,65415,73,61067
41,61603,65483,65276,65267,65414,73,61072
42,61602,65486,65276,65267,65413,71,61070
43,61598,65485,65277,65265,65413,73,61071
44,61602,65487,65271,65263,65415,74,61068
45,61602,65482,65270,65266,65417,71,61067
46,61603,65480,65271,65266,65414,74,61069
47,61604,65481,65267,65267,65417,72,61074
48,61606,65486,65274,65267,65414,74,61073
49,61606,65485,65269,65264,65417,72,61072
50,61606,65484,65271,65266,65416,72,61073
51,61606,65481,65273,65263,65412,71,61073
52,61607,65486,65269,65264,65413,69,61072
53,61604,65487,65273,65261,65412,69,61073
54,61605,65482,65273,65267,65413,69,61076
55,61604,65485,65274,65265,65415,70,61075
56,61598,65483,65267,65268,65413,71,61076
57,61604,65481,65272,65269,65414,71,61076
58,61607,65481,65271,65263,65411,70,61074
59,61604,65482,65271,65265,65415,68,61073
60,61603,65479,65268,65267,65416,66,61073
61,61605,65482,65272,65264,65415,70,61075
62,61606,65482,65277,65265,65414,67,61073
63,61604,65482,65274,65265,65416,70,61074
64,61606,65481,65271,65262,65416,69,61074
65,61605,65480,65273,65265,65413,70,61077
66,61605,65481,65278,65266,65414,72,61077
67,61608,65481,65273,65265,65413,72,61076
68,61607,65485,65276,65264,65412,72,61074
69,61602,65484,65280,65264,65413,67,61076
70,61606,65486,65277,65266,65412,70,61076
71,61604,65483,65277,65266,65412,71,61073
72,61607,65480,65274,65267,65411,72,61075
73,61609,65484,65278,65266,65414,70,61076
74,61603,65483,65281,65265,65416,71,61075
75,61604,65487,65272,65265,65418,67,61076
76,61605,65483,65273,65265,65412,76,61076
77,61604,65484,65272,65266,65415,72,61078
78,61600,65486,65273,65265,65412,73,61078
79,61603,65482,65268,65267,65413,71,61076
80,61606,65483,65274,65266,65417,70,61080
81,61605,65486,65270,65268,65419,74,61078
82,61603,65485,65276,65267,65416,71,61077
83,61599,65483,65274,65266,65414,71,61077
84,61606,65481,65273,65264,65413,71,61076
85,61601,65484,65271,65264,65417,66,61076
86,61603,65486,65273,65263,65415,70,61077
87,61605,65486,65270,65262,65412,71,61075
88,61601,65486,65264,65267,65411,73,61076
89,61601,65483,65272,65267,65418,74,61075
90,61606,65480,65274,65263,65416,73,61076
91,61608,65486,65276,65263,65418,68,61078
92,61605,65485,65272,65266,65419,72,61080
93,61604,65481,65275,65266,65418,71,61084
94,61603,65483,65271,65266,65414,71,61079
95,61606,65482,65270,65267,65416,71,61078
96,61604,65483,65273,65265,65415,68,61077
97,61607,65480,65269,65264,65413,72,61074
98,61605,65485,65273,65266,65414,69,61078
99,61604,65485,65272,65265,65415,73,61075
