,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,63571,65510,65403,65264,65409,72,61064
1,63571,65510,65404,65263,65410,73,61065
2,63571,65511,65404,65263,65409,72,61066
3,63571,65511,65405,65263,65409,71,61066
4,63570,65509,65404,65264,65412,74,61067
5,63572,65506,65407,65264,65414,71,61069
6,63572,65509,65402,65266,65413,74,61071
7,63572,65511,65405,65262,65412,72,61071
8,63571,65511,65405,65266,65409,67,61071
9,63569,65510,65409,65267,65414,72,61075
10,63570,65511,65406,65263,65414,74,61073
11,63571,65510,65406,65263,65415,72,61074
12,63569,65509,65403,65264,65412,73,61071
13,63569,65510,65405,65265,65415,75,61072
14,63571,65510,65402,65264,65413,76,61073
15,63572,65509,65403,65265,65414,73,61072
16,63571,65508,65404,65266,65415,73,61076
17,63569,65510,65408,65265,65419,66,61074
18,63569,65509,65406,65262,65412,66,61073
19,63569,65509,65406,65265,65416,71,61075
20,63569,65511,65406,65265,65416,70,61073
21,63570,65511,65403,65263,65416,73,61072
22,63569,65511,65403,65265,65411,69,61072
23,63570,65510,65403,65267,65414,69,61074
24,63571,65510,65403,65264,65417,75,61075
25,63571,65509,65404,65265,65418,72,61075
26,63570,65510,65406,65265,65414,72,61075
27,63569,65509,65405,65266,65417,72,61077
28,63570,65510,65402,65262,65417,66,61075
29,63568,65510,65404,65265,65419,72,61075
30,63567,65509,65401,65264,65415,70,61078
31,63568,65508,65406,65263,65418,73,61078
32,63569,65511,65404,65267,65416,74,61078
33,63571,65512,65403,65268,65417,72,61079
34,63568,65510,65405,65267,65413,72,61080
35,63570,65509,65401,65265,65419,71,61080
36,63569,65511,65402,65263,65417,72,61081
37,63570,65510,65404,65261,65411,66,61080
38,63573,65509,65404,65262,65415,71,61079
39,63571,65510,65405,65261,65419,74,61082
40,63569,65508,65405,65263,65419,70,61081
41,63570,65509,65405,65263,65417,71,61080
42,63570,65509,65405,65264,65414,71,61077
43,63570,65511,65407,65263,65414,71,61079
44,63570,65510,65406,65264,65414,74,61080
45,63570,65510,65406,65265,65418,71,61077
46,63569,65508,65407,65264,65421,73,61079
47,63569,65511,65406,65263,65414,72,61077
48,63571,65510,65407,65265,65412,74,61079
49,63569,65508,65404,65267,65416,68,61081
50,63569,65508,65404,65265,65416,67,61081
51,63570,65508,65406,65264,65416,71,61080
52,63569,65510,65405,65263,65413,72,61078
53,63572,65509,65406,65264,65413,71,61077
54,63571,65509,65404,65264,65414,69,61081
55,63570,65508,65401,65264,65415,72,61078
56,63571,65509,65402,65265,65414,71,61081
57,63570,65510,65405,65262,65416,74,61081
58,63571,65509,65403,65264,65413,74,61082
59,63569,65510,65405,65266,65411,72,61081
60,63569,65509,65407,65263,65415,69,61081
61,63572,65509,65405,65263,65414,69,61081
62,63570,65508,65403,65266,65414,72,61084
63,63568,65507,65403,65268,65411,71,61082
64,63571,65508,65403,65266,65418,70,61081
65,63571,65508,65404,65266,65413,72,61078
66,63569,65510,65401,65265,65413,69,61078
67,63570,65510,65403,65265,65416,72,61083
68,63569,65509,65406,65265,65417,74,61082
69,63570,65510,65403,65264,65417,68,61081
70,63569,65509,65404,65264,65414,67,61084
71,63570,65510,65402,65267,65415,72,61082
72,63569,65511,65403,65265,65414,69,61082
73,63571,65510,65405,65267,65416,69,61082
74,63570,65509,65407,65265,65415,72,61083
75,63569,65510,65405,65263,65415,76,61083
76,63569,65510,65405,65265,65417,70,61083
77,63571,65510,65406,65266,65416,66,61085
78,63570,65511,65405,65266,65415,73,61084
79,63572,65510,65405,65266,65413,71,61082
80,63572,65509,65404,65267,65415,69,61080
81,63570,65508,65403,65268,65417,75,61081
82,63569,65509,65404,65265,65414,74,61078
83,63570,65510,65403,65267,65414,74,61082
84,63569,65509,65405,65265,65416,72,61083
85,63571,65510,65404,65266,65416,70,61083
86,63569,65509,65405,65266,65418,73,61084
87,63570,65508,65405,65264,65418,71,61085
88,63570,65509,65404,65266,65418,74,61083
89,63570,65510,65405,65264,65422,73,61085
90,63567,65508,65404,65265,65418,73,61087
91,63570,65511,65402,65261,65413,73,61088
92,63568,65510,65405,65266,65419,72,61084
93,63570,65509,65403,65264,65417,72,61086
94,63570,65510,65401,65267,65413,72,61087
95,63570,65509,65406,65267,65413,72,61085
96,63569,65508,65406,65262,65411,71,61085
97,63570,65508,65402,65264,65416,70,61087
98,63569,65508,65404,65265,65417,72,61087
99,63570,65510,65405,65263,65414,70,61085
