,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,49808,65332,64456,65265,65415,70,61004
1,49806,65334,64458,65266,65414,71,61006
2,49808,65328,64462,65266,65415,71,61006
3,49808,65328,64456,65264,65416,70,61005
4,49806,65324,64482,65264,65415,71,61005
5,49802,65328,64468,65263,65412,67,61006
6,49814,65324,64476,65264,65414,69,61008
7,49836,65328,64480,65266,65417,70,61010
8,49810,65334,64476,65265,65415,68,61009
9,49802,65330,64476,65265,65414,72,61006
10,49806,65322,64474,65264,65416,71,61008
11,49820,65314,64468,65265,65413,67,61011
12,49822,65306,64480,65267,65413,67,61010
13,49818,65320,64468,65266,65416,69,61010
14,49816,65326,64482,65262,65416,69,61010
15,49822,65336,64480,65267,65413,72,61012
16,49810,65322,64500,65267,65415,76,61011
17,49812,65316,64490,65265,65416,70,61011
18,49816,65324,64484,65265,65415,70,61015
19,49810,65336,64466,65264,65416,70,61012
20,49800,65336,64460,65266,65413,69,61011
21,49798,65342,64468,65265,65413,73,61012
22,49818,65338,64458,65264,65412,71,61011
23,49806,65314,64478,65263,65413,73,61012
24,49804,65330,64484,65265,65412,71,61011
25,49818,65334,64460,65264,65413,71,61014
26,49804,65334,64490,65264,65414,74,61011
27,49804,65328,64488,65265,65416,70,61011
28,49800,65320,64462,65263,65417,73,61016
29,49822,65320,64482,65262,65413,71,61015
30,49806,65322,64462,65263,65413,70,61014
31,49790,65324,64496,65263,65415,68,61015
32,49812,65336,64466,65266,65413,71,61016
33,49812,65332,64476,65263,65413,72,61018
34,49812,65324,64476,65263,65413,69,61019
35,49806,65340,64476,65263,65417,71,61017
36,49802,65324,64460,65262,65415,71,61020
37,49804,65310,64450,65262,65415,66,61020
38,49810,65326,64470,65266,65415,70,61018
39,49810,65326,64472,65265,65415,74,61015
40,49796,65326,64470,65262,65413,69,61018
41,49812,65326,64460,65263,65414,72,61019
42,49816,65330,64482,65265,65413,73,61021
43,49810,65330,64500,65266,65416,69,61017
44,49814,65314,64450,65261,65414,68,61018
45,49832,65340,64460,65262,65413,67,61021
46,49818,65340,64478,65264,65413,68,61020
47,49814,65344,64474,65266,65411,73,61023
48,49818,65330,64486,65265,65411,74,61021
49,49802,65330,64492,65265,65417,71,61022
50,49816,65332,64468,65264,65417,72,61019
51,49818,65340,64490,65267,65417,74,61019
52,49792,65342,64472,65264,65416,71,61019
53,49808,65330,64462,65265,65418,67,61015
54,49790,65338,64458,65264,65416,70,61016
55,49800,65336,64460,65265,65413,70,61018
56,49806,65342,64458,65265,65410,72,61017
57,49806,65332,64494,65263,65411,71,61020
58,49822,65326,64478,65263,65411,75,61015
59,49816,65316,64478,65261,65412,76,61016
60,49810,65324,64472,65264,65413,72,61018
61,49814,65326,64468,65267,65416,73,61019
62,49808,65332,64480,65266,65418,74,61016
63,49812,65320,64492,65264,65416,70,61017
64,49822,65332,64480,65264,65419,68,61018
65,49812,65330,64468,65267,65413,71,61018
66,49802,65322,64488,65263,65413,72,61019
67,49808,65348,64472,65264,65416,73,61015
68,49814,65350,64456,65267,65414,75,61020
69,49814,65326,64464,65267,65414,74,61020
70,49808,65320,64466,65265,65416,74,61020
71,49816,65316,64480,65263,65412,71,61022
72,49814,65328,64492,65263,65416,74,61023
73,49806,65328,64478,65267,65415,71,61022
74,49804,65318,64440,65266,65414,73,61019
75,49802,65342,64450,65265,65413,75,61021
76,49794,65324,64456,65262,65414,67,61022
77,49818,65320,64478,65265,65413,72,61022
78,49804,65312,64480,65267,65411,67,61019
79,49826,65320,64496,65265,65418,66,61019
80,49820,65334,64478,65264,65413,69,61020
81,49816,65312,64488,65266,65411,70,61023
82,49824,65338,64472,65264,65414,69,61025
83,49818,65326,64456,65261,65411,69,61025
84,49806,65316,64450,65262,65413,69,61023
85,49790,65330,64478,65264,65412,69,61021
86,49810,65322,64468,65264,65412,70,61023
87,49820,65326,64454,65264,65416,66,61026
88,49822,65338,64476,65261,65415,69,61026
89,49822,65330,64472,65264,65417,70,61025
90,49806,65322,64468,65265,65417,71,61022
91,49820,65320,64486,65263,65415,70,61022
92,49826,65334,64468,65263,65412,68,61022
93,49824,65320,64466,65266,65414,71,61024
94,49814,65332,64478,65263,65419,70,61021
95,49814,65326,64470,65264,65410,69,61023
96,49816,65298,64478,65263,65416,74,61021
97,49814,65314,64468,65264,65418,71,61024
98,49802,65320,64478,65267,65418,76,61024
99,49816,65324,64460,65263,65417,73,61024
