,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,49812,65326,64444,65266,65414,73,61046
1,49824,65326,64446,65266,65412,73,61045
2,49820,65326,64450,65264,65412,73,61045
3,49816,65324,64448,65263,65412,72,61045
4,49816,65314,64436,65264,65417,76,61045
5,49804,65334,64454,65261,65411,73,61049
6,49822,65332,64456,65265,65413,74,61048
7,49806,65320,64466,65263,65414,70,61048
8,49814,65326,64444,65265,65410,71,61051
9,49810,65318,64448,65265,65410,74,61051
10,49808,65306,64464,65266,65417,75,61057
11,49828,65314,64438,65267,65417,61,61055
12,49788,65328,64474,65268,65422,66,61054
13,49806,65316,64460,65264,65415,66,61055
14,49828,65320,64484,65261,65409,68,61050
15,49814,65346,64468,65263,65415,72,61052
16,49820,65326,64470,65266,65413,71,61049
17,49816,65322,64462,65265,65413,65,61054
18,49808,65310,64456,65269,65411,65,61057
19,49820,65338,64468,65265,65414,80,61057
20,49794,65316,64480,65263,65412,74,61053
21,49824,65308,64478,65263,65411,72,61057
22,49814,65318,64454,65267,65417,73,61055
23,49804,65314,64430,65263,65415,70,61056
24,49814,65334,64488,65266,65417,70,61055
25,49814,65300,64502,65264,65413,74,61057
26,49804,65320,64490,65264,65418,71,61059
27,49830,65324,64490,65264,65418,70,61056
28,49800,65334,64502,65268,65411,74,61056
29,49816,65342,64482,65265,65415,73,61056
30,49794,65326,64458,65260,65413,77,61057
31,49816,65338,64460,65265,65417,69,61059
32,49796,65326,64438,65266,65414,73,61058
33,49824,65320,64454,65261,65415,73,61060
34,49820,65318,64472,65269,65419,70,61058
35,49808,65332,64476,65265,65416,68,61056
36,49826,65340,64474,65266,65411,74,61061
37,49782,65330,64458,65270,65414,72,61058
38,49802,65330,64462,65267,65410,69,61056
39,49782,65318,64462,65263,65416,77,61056
40,49818,65338,64444,65268,65417,70,61063
41,49796,65292,64454,65268,65413,72,61059
42,49830,65334,64456,65263,65416,72,61058
43,49824,65306,64478,65261,65412,75,61052
44,49800,65328,64474,65263,65414,71,61056
45,49810,65320,64472,65265,65415,72,61058
46,49828,65338,64476,65267,65417,69,61061
47,49804,65318,64448,65265,65416,73,61057
48,49802,65334,64466,65264,65417,74,61057
49,49796,65320,64466,65265,65416,78,61057
50,49790,65334,64480,65262,65416,71,61057
51,49796,65326,64454,65263,65416,70,61058
52,49790,65300,64464,65264,65415,69,61054
53,49802,65334,64410,65263,65419,73,61056
54,49804,65332,64446,65263,65414,74,61060
55,49804,65308,64456,65267,65414,63,61055
56,49810,65326,64422,65268,65417,67,61054
57,49816,65324,64462,65265,65410,69,61059
58,49798,65324,64474,65264,65418,71,61057
59,49790,65332,64464,65264,65417,74,61057
60,49806,65332,64436,65266,65413,64,61061
61,49788,65332,64472,65263,65414,67,61057
62,49798,65318,64456,65266,65418,68,61054
63,49810,65318,64444,65263,65414,77,61056
64,49804,65334,64462,65263,65413,70,61057
65,49802,65338,64470,65264,65419,69,61056
66,49832,65338,64480,65264,65417,70,61059
67,49832,65314,64466,65263,65414,76,61060
68,49812,65324,64444,65265,65417,70,61061
69,49810,65334,64470,65263,65417,74,61057
70,49820,65328,64456,65264,65418,67,61060
71,49818,65306,64492,65266,65418,71,61064
72,49802,65340,64440,65266,65419,70,61060
73,49818,65334,64470,65266,65412,74,61060
74,49792,65336,64474,65263,65415,70,61061
75,49800,65312,64452,65265,65418,74,61060
76,49798,65326,64466,65264,65410,73,61060
77,49830,65324,64470,65264,65419,69,61061
78,49810,65332,64464,65264,65417,76,61062
79,49806,65334,64450,65263,65415,70,61062
80,49804,65332,64488,65265,65414,74,61060
81,49816,65346,64462,65268,65421,67,61063
82,49802,65320,64490,65267,65416,67,61063
83,49812,65330,64464,65264,65412,66,61062
84,49812,65328,64462,65263,65409,70,61062
85,49838,65312,64432,65264,65412,70,61063
86,49820,65334,64484,65264,65417,73,61061
87,49812,65316,64444,65264,65412,68,61061
88,49812,65328,64484,65259,65418,65,61067
89,49808,65336,64464,65266,65414,74,61064
90,49804,65334,64460,65263,65417,71,61063
91,49802,65310,64456,65264,65417,66,61062
92,49826,65322,64504,65265,65416,72,61063
93,49780,65326,64496,65267,65416,66,61061
94,49798,65332,64456,65266,65419,71,61063
95,49814,65334,64488,65266,65412,75,61062
96,49788,65340,64490,65266,65412,77,61066
97,49798,65332,64468,65263,65407,71,61063
98,49792,65312,64464,65264,65419,74,61058
99,49802,65312,64472,65268,65417,73,61061
