,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,61607,65482,65266,65266,65410,69,61043
1,61607,65482,65266,65266,65411,69,61042
2,61606,65482,65267,65266,65411,69,61043
3,61606,65483,65268,65266,65411,69,61042
4,61606,65484,65270,65265,65415,71,61043
5,61605,65485,65270,65265,65417,70,61046
6,61602,65483,65267,65265,65414,71,61048
7,61607,65483,65267,65264,65414,71,61048
8,61606,65484,65269,65265,65415,73,61048
9,61604,65481,65267,65263,65417,74,61046
10,61601,65483,65274,65267,65414,73,61046
11,61604,65487,65270,65264,65412,70,61046
12,61605,65483,65274,65264,65413,71,61047
13,61604,65485,65270,65267,65409,68,61048
14,61604,65486,65273,65265,65413,69,61048
15,61602,65482,65271,65266,65412,70,61048
16,61601,65487,65278,65267,65412,72,61045
17,61605,65486,65277,65264,65409,70,61048
18,61604,65486,65275,65265,65417,73,61045
19,61604,65483,65269,65264,65417,73,61044
20,61604,65483,65271,65265,65414,70,61050
21,61604,65483,65269,65266,65415,71,61051
22,61604,65487,65272,65266,65416,71,61051
23,61602,65482,65266,65266,65412,74,61050
24,61604,65483,65269,65264,65414,72,61049
25,61604,65483,65276,65264,65412,71,61051
26,61606,65481,65274,65265,65415,72,61052
27,61607,65481,65273,65263,65412,72,61051
28,61606,65484,65271,65265,65412,72,61049
29,61601,65480,65273,65266,65418,74,61053
30,61602,65480,65275,65265,65416,69,61053
31,61602,65485,65274,65266,65416,70,61058
32,61604,65488,65272,65265,65415,73,61054
33,61604,65484,65267,65265,65411,70,61050
34,61606,65486,65269,65266,65414,69,61054
35,61605,65482,65263,65267,65412,74,61053
36,61610,65483,65269,65266,65415,73,61054
37,61607,65484,65268,65262,65414,70,61055
38,61605,65481,65268,65264,65418,70,61056
39,61601,65486,65270,65264,65415,74,61056
40,61603,65488,65274,65266,65417,72,61057
41,61601,65485,65273,65267,65417,71,61056
42,61605,65485,65267,65264,65415,70,61056
43,61608,65486,65269,65267,65413,74,61058
44,61607,65483,65275,65265,65416,74,61056
45,61606,65485,65273,65265,65417,73,61054
46,61607,65489,65273,65264,65414,70,61054
47,61605,65484,65266,65264,65416,74,61053
48,61604,65481,65267,65264,65415,74,61055
49,61603,65484,65265,65263,65413,66,61056
50,61606,65482,65270,65263,65413,72,61054
51,61604,65484,65271,65265,65414,69,61055
52,61602,65485,65266,65264,65417,71,61056
53,61605,65483,65268,65265,65415,70,61055
54,61606,65487,65270,65266,65416,68,61054
55,61605,65481,65269,65266,65413,69,61055
56,61607,65480,65271,65267,65417,71,61057
57,61604,65483,65270,65264,65415,68,61058
58,61599,65482,65270,65264,65415,73,61056
59,61601,65484,65270,65265,65412,70,61055
60,61606,65485,65267,65262,65414,74,61056
61,61608,65483,65269,65263,65413,75,61054
62,61603,65486,65269,65263,65413,71,61054
63,61603,65489,65276,65266,65414,70,61053
64,61600,65489,65271,65266,65415,73,61056
65,61606,65485,65270,65264,65418,73,61057
66,61602,65483,65270,65263,65420,69,61057
67,61608,65483,65270,65263,65415,72,61058
68,61604,65481,65276,65264,65414,76,61058
69,61604,65483,65269,65264,65417,74,61056
70,61602,65482,65273,65261,65415,74,61056
71,61603,65481,65268,65262,65414,72,61055
72,61603,65481,65274,65265,65413,75,61055
73,61601,65480,65268,65266,65415,71,61059
74,61603,65478,65267,65267,65415,71,61058
75,61604,65482,65268,65267,65413,70,61058
76,61604,65481,65263,65266,65412,71,61057
77,61605,65482,65268,65268,65412,73,61056
78,61603,65484,65273,65265,65415,72,61055
79,61605,65483,65270,65264,65417,68,61057
80,61603,65486,65271,65266,65416,71,61056
81,61605,65483,65273,65263,65417,77,61056
82,61606,65481,65265,65261,65418,70,61057
83,61606,65484,65267,65265,65414,73,61056
84,61605,65485,65268,65265,65416,69,61057
85,61600,65482,65268,65265,65410,73,61058
86,61600,65484,65271,65264,65413,73,61055
87,61601,65483,65263,65265,65416,71,61056
88,61606,65485,65263,65266,65413,76,61061
89,61604,65486,65262,65263,65413,69,61061
90,61598,65482,65271,65264,65413,71,61059
91,61603,65484,65272,65265,65414,68,61056
92,61610,65484,65271,65267,65415,70,61061
93,61607,65484,65274,65266,65412,71,61058
94,61605,65484,65274,65266,65411,69,61058
95,61603,65486,65269,65267,65413,70,61060
96,61603,65479,65268,65265,65417,71,61061
97,61601,65482,65274,65264,65415,72,61062
98,61606,65487,65267,65262,65419,69,61061
99,61606,65484,65267,65264,65420,69,61057
