,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,temp
0,49812,65322,64464,65268,65414,72,61083
1,49808,65332,64452,65268,65414,71,61086
2,49810,65324,64484,65266,65414,70,61087
3,49834,65316,64470,65268,65415,72,61087
4,49814,65326,64466,65269,65417,68,61088
5,49802,65330,64468,65266,65417,74,61089
6,49814,65334,64486,65267,65418,72,61087
7,49820,65346,64480,65267,65420,75,61088
8,49824,65332,64462,65264,65418,73,61086
9,49820,65316,64478,65265,65419,73,61084
10,49806,65336,64474,65267,65419,75,61089
11,49806,65346,64460,65269,65419,72,61087
12,49808,65328,64456,65263,65416,73,61088
13,49814,65328,64466,65263,65413,73,61090
14,49814,65322,64470,65266,65410,74,61085
15,49822,65322,64456,65266,65411,73,61084
16,49816,65330,64474,65266,65413,71,61087
17,49810,65314,64478,65264,65413,72,61085
18,49810,65344,64500,65262,65415,70,61088
19,49802,65340,64472,65264,65418,73,61084
20,49808,65320,64458,65264,65419,71,61086
21,49802,65340,64438,65265,65417,71,61088
22,49802,65338,64452,65264,65419,73,61087
23,49820,65344,64452,65266,65417,71,61089
24,49802,65330,64452,65264,65413,71,61091
25,49802,65328,64448,65262,65416,71,61091
26,49804,65330,64458,65263,65415,73,61093
27,49812,65322,64468,65266,65417,73,61092
28,49810,65320,64472,65265,65415,73,61093
29,49800,65330,64488,65267,65419,67,61089
30,49810,65320,64456,65264,65418,68,61088
31,49804,65326,64446,65264,65418,72,61089
32,49824,65320,64444,65264,65415,72,61089
33,49820,65324,64452,65265,65418,71,61090
34,49822,65328,64472,65263,65417,75,61091
35,49808,65336,64462,65263,65415,72,61091
36,49826,65322,64454,65267,65414,75,61094
37,49810,65324,64446,65265,65414,72,61092
38,49804,65326,64468,65265,65417,76,61090
39,49802,65328,64464,65264,65420,74,61091
40,49806,65326,64462,65266,65419,69,61091
41,49814,65332,64456,65264,65419,68,61091
42,49806,65330,64456,65266,65417,71,61091
43,49820,65330,64482,65264,65416,71,61092
44,49800,65316,64474,65262,65419,75,61091
45,49810,65334,64462,65264,65421,76,61093
46,49806,65326,64452,65262,65414,73,61088
47,49836,65318,64468,65261,65412,70,61090
48,49828,65330,64482,65261,65415,71,61089
49,49820,65330,64470,65262,65416,71,61089
50,49822,65342,64462,65265,65417,73,61091
51,49812,65340,64488,65262,65416,70,61090
52,49796,65342,64470,65263,65416,73,61091
53,49820,65332,64454,65263,65418,74,61090
54,49818,65326,64452,65262,65418,71,61091
55,49818,65324,64466,65266,65417,66,61090
56,49814,65328,64480,65266,65417,71,61093
57,49818,65320,64474,65264,65416,72,61091
58,49814,65326,64450,65260,65417,72,61091
59,49822,65320,64458,65263,65415,70,61091
60,49822,65322,64444,65264,65419,67,61090
61,49816,65328,64466,65267,65416,72,61092
62,49812,65324,64458,65268,65417,70,61093
63,49808,65334,64468,65267,65418,72,61090
64,49824,65320,64470,65263,65416,69,61089
65,49820,65326,64476,65266,65422,71,61088
66,49820,65318,64486,65263,65416,74,61089
67,49826,65328,64470,65263,65419,70,61086
68,49820,65310,64474,65265,65413,75,61087
69,49830,65326,64454,65267,65415,72,61088
70,49796,65326,64460,65264,65416,70,61090
71,49812,65324,64470,65265,65415,74,61088
72,49816,65340,64486,65264,65411,73,61088
73,49812,65340,64470,65263,65414,71,61088
74,49818,65320,64464,65263,65414,74,61089
75,49800,65332,64472,65264,65417,74,61089
76,49804,65320,64466,65264,65417,76,61088
77,49806,65330,64466,65265,65416,74,61087
78,49824,65330,64456,65262,65416,74,61083
79,49826,65344,64468,65265,65416,74,61084
80,49824,65332,64472,65266,65417,71,61087
81,49818,65338,64448,65268,65416,71,61089
82,49808,65322,64458,65266,65418,70,61086
83,49802,65326,64456,65264,65414,72,61086
84,49798,65326,64464,65265,65413,72,61086
85,49804,65344,64458,65266,65416,71,61089
86,49822,65318,64472,65265,65417,69,61093
87,49802,65314,64460,65264,65417,73,61090
88,49800,65316,64474,65264,65416,74,61088
89,49806,65324,64456,65264,65419,74,61089
90,49808,65320,64452,65266,65414,74,61086
91,49804,65316,64452,65266,65417,75,61087
92,49810,65330,64460,65266,65418,74,61092
93,49810,65318,64470,65265,65416,73,61091
94,49804,65324,64468,65265,65420,70,61091
95,49808,65326,64478,65265,65416,74,61088
96,49780,65326,64474,65264,65414,76,61086
97,49806,65338,64484,65267,65415,72,61086
98,49820,65320,64472,65266,65415,74,61087
